Geneid	GeneType	Group	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000103355.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102706.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103845.2	processed_pseudogene	pseudogenes	2	10	7	11	2	5	6	3
ENSMUSG00000033740.18	protein_coding	coding_genes	561	459	586	551	48	192	156	195
ENSMUSG00000103329.3	TEC	unconfirmed_genes	7	0	5	2	0	0	0	0
ENSMUSG00000104385.2	processed_pseudogene	pseudogenes	0	0	0	2	0	0	0	0
ENSMUSG00000102135.2	processed_pseudogene	pseudogenes	2	1	7	4	0	0	0	0
ENSMUSG00000103282.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102534.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000102213.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000103629.2	processed_pseudogene	pseudogenes	0	1	0	2	0	0	0	0
ENSMUSG00000120372.1	lncRNA	long_non_conding_RNA	0	0	1	1	3	1	3	3
ENSMUSG00000051285.18	protein_coding	coding_genes	146	97	134	129	3	19	32	32
ENSMUSG00000098201.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103509.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000048538.8	processed_pseudogene	pseudogenes	2	2	1	2	0	8	2	1
ENSMUSG00000103709.2	processed_pseudogene	pseudogenes	0	1	0	0	0	0	0	0
ENSMUSG00000077244.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000102768.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000097797.7	lncRNA	long_non_conding_RNA	31	20	23	57	5	10	6	17
ENSMUSG00000103498.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103067.2	lncRNA	long_non_conding_RNA	8	18	17	30	0	2	9	13
ENSMUSG00000102320.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000104226.2	processed_pseudogene	pseudogenes	4	2	1	0	0	0	0	0
ENSMUSG00000103903.2	processed_pseudogene	pseudogenes	2	0	2	9	0	7	8	4
ENSMUSG00000103557.2	processed_pseudogene	pseudogenes	0	1	1	0	0	0	0	0
ENSMUSG00000025909.17	protein_coding	coding_genes	1971	1473	1685	1767	156	539	793	977
ENSMUSG00000102647.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000086235.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102253.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00002074990.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000103884.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000084353.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103933.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002075967.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000086195.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000104504.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000066693.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102316.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000103819.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102871.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000101571.3	processed_pseudogene	pseudogenes	6	19	4	10	0	2	4	0
ENSMUSG00000104428.2	processed_pseudogene	pseudogenes	1	0	1	0	0	0	0	0
ENSMUSG00000102272.2	processed_pseudogene	pseudogenes	3	0	0	0	0	0	0	0
ENSMUSG00000065625.3	snRNA	non_conding_RNA	0	0	0	2	0	0	0	0
ENSMUSG00000103411.2	processed_pseudogene	pseudogenes	0	1	0	2	0	0	1	0
ENSMUSG00000061024.9	protein_coding	coding_genes	7	10	8	20	1	1	2	5
ENSMUSG00000025911.15	protein_coding	coding_genes	23	23	18	17	1	12	0	6
ENSMUSG00000079671.10	lncRNA	long_non_conding_RNA	27	23	13	44	4	6	7	17
ENSMUSG00000081441.4	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000067879.4	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000099827.2	lncRNA	long_non_conding_RNA	0	11	2	3	0	0	0	3
ENSMUSG00000025912.17	protein_coding	coding_genes	63	56	49	48	2	6	7	17
ENSMUSG00000045210.9	protein_coding	coding_genes	120	105	126	107	3	24	13	26
ENSMUSG00000097893.10	lncRNA	long_non_conding_RNA	150	1268	129	111	3	84	22	32
ENSMUSG00000025915.15	protein_coding	coding_genes	84	105	83	106	4	13	6	32
ENSMUSG00000046334.5	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00002075801.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000098234.9	lncRNA	long_non_conding_RNA	14	30	9	24	5	8	4	11
ENSMUSG00000046101.17	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000093178.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000099032.3	protein_coding	coding_genes	29	19	20	26	0	0	1	2
ENSMUSG00000104025.2	TEC	unconfirmed_genes	0	0	0	1	0	0	1	0
ENSMUSG00000025916.11	protein_coding	coding_genes	57	44	63	50	2	20	9	8
ENSMUSG00000087199.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000121270.1	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000119658.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000025917.10	protein_coding	coding_genes	64	47	111	73	1	25	19	17
ENSMUSG00000056763.17	protein_coding	coding_genes	222	236	236	224	24	54	49	73
ENSMUSG00000102356.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000067851.12	protein_coding	coding_genes	294	334	307	264	14	54	38	36
ENSMUSG00002076532.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000102556.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000042501.13	protein_coding	coding_genes	800	622	673	823	37	84	103	120
ENSMUSG00000103810.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000083422.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000119312.1	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000081417.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103448.2	TEC	unconfirmed_genes	7	0	0	1	0	0	0	0
ENSMUSG00000100212.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000100648.2	processed_pseudogene	pseudogenes	1	2	1	3	0	0	0	1
ENSMUSG00002076499.1	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000048960.14	protein_coding	coding_genes	527	471	469	525	30	77	98	146
ENSMUSG00000077318.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000101827.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103494.2	TEC	unconfirmed_genes	1	1	4	1	0	0	0	1
ENSMUSG00000057715.14	protein_coding	coding_genes	616	585	574	765	33	94	171	204
ENSMUSG00000103825.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000099845.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103561.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000101610.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000118923.1	snRNA	non_conding_RNA	10	29	32	22	0	3	1	1
ENSMUSG00000098555.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000097628.2	processed_pseudogene	pseudogenes	1	0	0	0	0	0	0	0
ENSMUSG00000098163.2	processed_pseudogene	pseudogenes	0	2	0	1	0	0	0	0
ENSMUSG00000097171.2	lncRNA	long_non_conding_RNA	7	0	3	3	0	2	0	2
ENSMUSG00000101314.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000016918.16	protein_coding	coding_genes	446	306	338	488	57	68	127	149
ENSMUSG00000025938.17	protein_coding	coding_genes	283	237	221	290	13	29	43	60
ENSMUSG00000104518.2	TEC	unconfirmed_genes	0	4	0	0	0	0	0	0
ENSMUSG00000069620.7	processed_pseudogene	pseudogenes	0	2	1	0	0	3	0	0
ENSMUSG00000099498.2	lncRNA	long_non_conding_RNA	26	18	35	25	0	0	11	6
ENSMUSG00000042414.8	protein_coding	coding_genes	23	32	23	21	3	2	4	4
ENSMUSG00000005886.15	protein_coding	coding_genes	945	748	871	1040	35	89	147	140
ENSMUSG00000103506.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000103495.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00002076346.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000102639.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000104170.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000087782.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000103085.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000102664.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000101476.2	lncRNA	long_non_conding_RNA	7	7	17	11	0	3	14	4
ENSMUSG00000101171.2	processed_pseudogene	pseudogenes	1	2	2	1	0	1	0	0
ENSMUSG00000025935.11	protein_coding	coding_genes	157	155	125	148	3	50	30	43
ENSMUSG00000120948.1	lncRNA	long_non_conding_RNA	0	8	8	3	0	4	0	0
ENSMUSG00000025937.7	protein_coding	coding_genes	61	95	45	85	20	17	21	43
ENSMUSG00000102982.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000067813.4	protein_coding	coding_genes	66	63	61	83	8	16	12	11
ENSMUSG00000077368.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000097711.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000102166.2	TEC	unconfirmed_genes	2	12	9	2	0	1	3	0
ENSMUSG00002075174.1	misc_RNA	non_conding_RNA	2	0	0	2	0	0	0	0
ENSMUSG00000104209.2	TEC	unconfirmed_genes	29	6	27	22	0	6	11	16
ENSMUSG00000025932.15	protein_coding	coding_genes	916	244	224	298	7	99	74	84
ENSMUSG00002075819.1	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000102588.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000054493.3	lncRNA	long_non_conding_RNA	36	26	38	31	5	10	0	12
ENSMUSG00000025930.7	protein_coding	coding_genes	0	0	0	0	0	0	0	0
ENSMUSG00000103492.2	TEC	unconfirmed_genes	1	3	2	7	0	0	4	5
ENSMUSG00000081201.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000082193.2	processed_pseudogene	pseudogenes	0	1	2	0	0	0	0	0
ENSMUSG00000032769.6	protein_coding	coding_genes	85	50	73	101	5	4	3	11
ENSMUSG00000088159.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000073737.4	processed_pseudogene	pseudogenes	0	0	3	1	0	0	0	0
ENSMUSG00000092083.5	protein_coding	coding_genes	992	782	747	1102	107	108	179	220
ENSMUSG00000102937.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000104149.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000088829.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000077377.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000101652.2	processed_pseudogene	pseudogenes	0	0	1	1	1	0	0	0
ENSMUSG00000100814.2	processed_pseudogene	pseudogenes	0	7	0	0	0	0	0	0
ENSMUSG00000025925.15	protein_coding	coding_genes	64	48	54	88	5	31	16	14
ENSMUSG00000104379.2	TEC	unconfirmed_genes	2	1	3	0	0	0	0	0
ENSMUSG00000032719.5	protein_coding	coding_genes	45	35	33	58	1	15	6	18
ENSMUSG00002076565.1	misc_RNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000100652.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000067795.14	protein_coding	coding_genes	61	30	16	38	3	5	11	10
ENSMUSG00000043716.14	protein_coding	coding_genes	57	46	53	48	4	16	20	26
ENSMUSG00000025921.8	protein_coding	coding_genes	82	88	82	193	1	6	10	2
ENSMUSG00000104165.2	TEC	unconfirmed_genes	3	8	3	5	0	0	0	0
ENSMUSG00000100868.2	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000025920.20	protein_coding	coding_genes	408	396	398	439	27	60	111	92
ENSMUSG00000089982.8	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000025939.20	protein_coding	coding_genes	130	142	112	190	2	19	39	27
ENSMUSG00000102457.2	TEC	unconfirmed_genes	1	0	2	3	0	1	2	0
ENSMUSG00000079658.10	protein_coding	coding_genes	38	27	33	58	0	7	3	7
ENSMUSG00000097744.2	lncRNA	long_non_conding_RNA	6	11	17	5	0	0	3	0
ENSMUSG00000100959.2	processed_pseudogene	pseudogenes	0	0	0	1	0	0	0	0
ENSMUSG00000025940.7	protein_coding	coding_genes	42	54	28	39	6	12	8	17
ENSMUSG00000025779.11	protein_coding	coding_genes	51	34	24	64	2	5	3	6
ENSMUSG00000100093.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	1
ENSMUSG00000091020.4	processed_pseudogene	pseudogenes	8	2	2	6	0	0	1	1
ENSMUSG00000101640.2	lncRNA	long_non_conding_RNA	49	90	72	70	6	10	11	9
ENSMUSG00000104133.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000042686.6	protein_coding	coding_genes	26	8	22	25	7	5	4	11
ENSMUSG00000100110.2	lncRNA	long_non_conding_RNA	4	1	5	4	0	1	3	0
ENSMUSG00000025777.9	protein_coding	coding_genes	21	11	23	19	3	4	11	8
ENSMUSG00000099899.2	lncRNA	long_non_conding_RNA	2	4	2	2	0	2	2	3
ENSMUSG00000100272.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000100398.2	processed_pseudogene	pseudogenes	3	2	0	4	3	0	1	0
ENSMUSG00000101589.2	processed_pseudogene	pseudogenes	10	6	8	19	5	0	0	7
ENSMUSG00000102048.2	processed_pseudogene	pseudogenes	1	0	1	5	0	0	0	0
ENSMUSG00000089534.3	snoRNA	non_conding_RNA	0	1	0	0	0	0	0	0
ENSMUSG00000067780.4	protein_coding	coding_genes	17	10	13	24	1	0	3	2
ENSMUSG00000100053.2	lncRNA	long_non_conding_RNA	12	20	5	9	0	0	0	2
ENSMUSG00000085125.8	lncRNA	long_non_conding_RNA	36	27	94	29	1	9	14	20
ENSMUSG00000025776.14	protein_coding	coding_genes	56	52	57	71	4	3	2	7
ENSMUSG00000099895.2	lncRNA	long_non_conding_RNA	34	43	30	66	1	5	2	12
ENSMUSG00000100554.2	processed_pseudogene	pseudogenes	12	4	6	3	0	1	3	0
ENSMUSG00000099473.2	transcribed_unprocessed_pseudogene	pseudogenes	0	0	0	2	1	0	0	0
ENSMUSG00000099591.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000109887.2	lncRNA	long_non_conding_RNA	388	198	575	226	16	92	107	132
ENSMUSG00000102001.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000101717.3	transcribed_unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000025774.15	protein_coding	coding_genes	29	24	27	31	3	4	15	4
ENSMUSG00000070977.5	unprocessed_pseudogene	pseudogenes	2	65	7	20	0	7	3	4
ENSMUSG00000073735.2	protein_coding	coding_genes	0	0	4	4	0	0	0	0
ENSMUSG00000067773.7	protein_coding	coding_genes	12	9	8	6	1	1	1	3
ENSMUSG00000101685.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000101306.2	processed_pseudogene	pseudogenes	0	0	0	5	0	0	2	0
ENSMUSG00000088800.4	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000101644.2	processed_pseudogene	pseudogenes	0	1	0	0	0	1	0	0
ENSMUSG00000099433.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000089787.3	lncRNA	long_non_conding_RNA	51	45	45	50	2	16	4	11
ENSMUSG00000042596.8	protein_coding	coding_genes	77	62	48	86	9	11	7	24
ENSMUSG00000100720.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000025927.14	protein_coding	coding_genes	148	109	122	98	2	43	55	62
ENSMUSG00000100538.2	lncRNA	long_non_conding_RNA	0	2	1	0	0	1	0	0
ENSMUSG00000101117.2	processed_pseudogene	pseudogenes	2	0	0	0	0	0	0	0
ENSMUSG00000100204.2	processed_pseudogene	pseudogenes	35	15	11	11	0	5	5	4
ENSMUSG00002076883.1	snoRNA	non_conding_RNA	0	0	4	0	0	0	0	0
ENSMUSG00000102597.2	TEC	unconfirmed_genes	0	0	0	1	0	0	0	0
ENSMUSG00000043760.17	protein_coding	coding_genes	1760	2007	1559	2116	175	737	587	1049
ENSMUSG00000104095.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000089914.3	lncRNA	long_non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000090142.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000070175.3	snRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000099906.3	lncRNA	long_non_conding_RNA	32268	33201	43485	21123	21135	20759	33180	19751
ENSMUSG00000065559.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000065480.3	miRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000025929.5	protein_coding	coding_genes	2	5	6	36	4	7	0	9
ENSMUSG00000041872.10	protein_coding	coding_genes	27	25	31	26	0	0	4	3
ENSMUSG00000041859.11	protein_coding	coding_genes	132	126	134	121	3	18	28	44
ENSMUSG00000099714.2	processed_pseudogene	pseudogenes	0	0	0	0	0	3	0	0
ENSMUSG00000102121.2	lncRNA	long_non_conding_RNA	10	10	3	8	0	0	0	1
ENSMUSG00000088858.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000097934.2	lncRNA	long_non_conding_RNA	1	1	4	3	1	9	3	1
ENSMUSG00000025931.16	protein_coding	coding_genes	74	49	88	164	11	16	16	32
ENSMUSG00000077314.3	snoRNA	non_conding_RNA	0	0	0	0	0	0	0	0
ENSMUSG00000100929.2	processed_pseudogene	pseudogenes	0	0	0	3	0	0	0	0
ENSMUSG00000041809.6	protein_coding	coding_genes	65	68	52	66	2	5	22	8
ENSMUSG00000041779.6	protein_coding	coding_genes	365	244	238	245	31	50	83	51
ENSMUSG00000099971.2	lncRNA	long_non_conding_RNA	3	0	0	3	0	0	0	0
ENSMUSG00000100819.2	unprocessed_pseudogene	pseudogenes	32	29	20	46	0	4	5	8
ENSMUSG00000025933.16	protein_coding	coding_genes	130	87	98	175	0	5	14	16
ENSMUSG00000102633.2	TEC	unconfirmed_genes	7	2	4	1	0	0	0	2
ENSMUSG00000025934.16	protein_coding	coding_genes	16	21	21	35	2	15	6	8
ENSMUSG00000099343.2	lncRNA	long_non_conding_RNA	7	1	0	2	0	2	0	3
ENSMUSG00000096375.3	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000025936.17	transcribed_unprocessed_pseudogene	pseudogenes	57	37	28	40	2	4	6	13
ENSMUSG00000093963.2	unprocessed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000067750.4	protein_coding	coding_genes	0	4	0	0	0	1	0	0
ENSMUSG00000086194.2	unprocessed_pseudogene	pseudogenes	0	7	2	4	0	0	0	0
ENSMUSG00000094436.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000041722.8	protein_coding	coding_genes	2	0	0	1	3	1	0	0
ENSMUSG00000085507.2	unprocessed_pseudogene	pseudogenes	4	2	0	2	0	0	0	0
ENSMUSG00000094926.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000085079.4	protein_coding	coding_genes	0	0	0	2	0	0	0	0
ENSMUSG00000085679.3	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000028033.17	protein_coding	coding_genes	753	730	649	810	43	146	160	179
ENSMUSG00000104138.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000082935.4	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000103748.2	TEC	unconfirmed_genes	0	0	0	0	0	0	0	0
ENSMUSG00000099692.2	processed_pseudogene	pseudogenes	4	2	5	4	0	5	0	3
ENSMUSG00000100418.2	processed_pseudogene	pseudogenes	0	0	0	4	0	0	0	0
ENSMUSG00000041670.20	protein_coding	coding_genes	647	622	551	770	45	127	118	203
ENSMUSG00000097642.2	processed_pseudogene	pseudogenes	0	0	0	0	0	0	0	0
ENSMUSG00000101468.2	processed_pseudogene	pseudogenes	1	3	1	2	0	0	4	0
ENSMUSG00000101227.2	lncRNA	long_non_conding_RNA	406	272	337	2998	244	166	88	1064
