"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"CDH4","cadherin 4","1","0","2","1.58333"
"REV1","REV1 homolog (S. cerevisiae)","0","0","3","1.56402"
"CCDC58","coiled-coil domain containing 58","0","0","1","1.52679"
"FIGLA","folliculogenesis specific basic helix-loop-helix","0","0","1","1.52679"
"MAB21L2","mab-21-like 2 (C. elegans)","0","0","1","1.52679"
"PRR7","proline rich 7 (synaptic)","0","0","1","1.52679"
"ZFP428","zinc finger protein 428","0","0","1","1.52679"
"CDC34","cell division cycle 34 homolog (S. cerevisiae)","1","2","1","1.425"
"LRP5","low density lipoprotein receptor-related protein 5","1","0","1","1.425"
"NDUFA4","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4","5","0","1","1.425"
"TMEM40","transmembrane protein 40","0","0","3","1.425"
"EZH2","enhancer of zeste homolog 2 (Drosophila)","0","0","3","1.39402"
"ANKHD1","ankyrin repeat and KH domain containing 1","0","0","2","1.37903"
"IFT122","intraflagellar transport 122 homolog (Chlamydomonas)","0","0","2","1.37903"
"MAP3K10","mitogen-activated protein kinase kinase kinase 10","1","1","2","1.37903"
"GNG5","guanine nucleotide binding protein (G protein), gamma 5","1","0","1","1.33594"
"BRPF1","bromodomain and PHD finger containing, 1","0","0","3","1.30867"
"PDSS1","prenyl (solanesyl) diphosphate synthase, subunit 1","1","0","2","1.29545"
"TOB1","transducer of ErbB-2.1","0","1","3","1.2825"
"ADRA2C","adrenergic receptor, alpha 2c","1","0","1","1.25735"
"PIK3R2","phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta)","39","0","2","1.25735"
"PLEKHG6","pleckstrin homology domain containing, family G (with RhoGef domain) member 6","0","0","1","1.25735"
"GJC1","gap junction protein, gamma 1","0","0","3","1.23317"
"ARHGEF1","Rho guanine nucleotide exchange factor (GEF) 1","2","3","2","1.22143"
"CHD8","chromodomain helicase DNA binding protein 8","1","0","2","1.22143"
"FAM184A","family with sequence similarity 184, member A","0","0","2","1.22143"
"PALM3","paralemmin 3","0","0","2","1.22143"
"VLDLR","very low density lipoprotein receptor","0","0","4","1.22143"
"ZDHHC6","zinc finger, DHHC domain containing 6","0","0","2","1.22143"
"ANKZF1","ankyrin repeat and zinc finger domain containing 1","0","0","1","1.1875"
"COPS3","COP9 (constitutive photomorphogenic) homolog, subunit 3 (Arabidopsis thaliana)","0","0","1","1.1875"
"CRTC2","CREB regulated transcription coactivator 2","0","0","3","1.1875"
"HSP90B1","heat shock protein 90, beta (Grp94), member 1","4","0","2","1.1875"
"NEFL","neurofilament, light polypeptide","1","0","2","1.1875"
"NGF","nerve growth factor","3","4","1","1.1875"
"RAP1A","RAS-related protein-1a","8","2","2","1.1875"
"TRPC6","transient receptor potential cation channel, subfamily C, member 6","0","0","1","1.1875"
"PPARGC1B","peroxisome proliferative activated receptor, gamma, coactivator 1 beta","0","0","3","1.16591"
"CRTAP","cartilage associated protein","0","0","2","1.1554"
"LRFN2","leucine rich repeat and fibronectin type III domain containing 2","0","0","2","1.1554"
"KLF4","Kruppel-like factor 4 (gut)","0","0","5","1.14919"
"GAP43","growth associated protein 43","0","0","3","1.14509"
"1200009I06RIK","RIKEN cDNA 1200009I06 gene","0","0","1","1.125"
"4933424B01RIK","RIKEN cDNA 4933424B01 gene","0","0","1","1.125"
"CGREF1","cell growth regulator with EF hand domain 1","0","0","1","1.125"
"LACTB","lactamase, beta","0","0","1","1.125"
"PBXIP1","pre-B-cell leukemia transcription factor interacting protein 1","0","0","1","1.125"
"RNF5","ring finger protein 5","1","0","3","1.125"
"SCFD1","Sec1 family domain containing 1","0","0","1","1.125"
"SH3BGRL3","SH3 domain binding glutamic acid-rich protein-like 3","0","0","1","1.125"
"SLC25A1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1","0","0","2","1.125"
"SMS","spermine synthase","5","0","2","1.09615"
"ZBTB2","zinc finger and BTB domain containing 2","0","0","2","1.09615"
"STX5A","syntaxin 5A","1","0","3","1.08686"
"KIF4","kinesin family member 4","0","0","1","1.06875"
"LOXL1","lysyl oxidase-like 1","0","0","1","1.06875"
"OIT1","oncoprotein induced transcript 1","0","0","1","1.06875"
"RTN1","reticulon 1","0","0","4","1.06875"
"RTN4R","reticulon 4 receptor","0","0","1","1.06875"
"SPNS3","spinster homolog 3 (Drosophila)","0","0","1","1.06875"
"WBP2NL","WBP2 N-terminal like","0","0","1","1.06875"
"NPEPL1","aminopeptidase-like 1","0","0","2","1.04268"
"NAP1L5","nucleosome assembly protein 1-like 5","0","0","3","1.03427"
"SENP5","SUMO/sentrin specific peptidase 5","0","0","3","1.03427"
"ZFHX2","zinc finger homeobox 2","0","0","3","1.03427"
"GRAMD2","GRAM domain containing 2","0","0","1","1.01786"
"MDFI","MyoD family inhibitor","0","0","2","1.01786"
"MPRIP","myosin phosphatase Rho interacting protein","0","0","1","1.01786"
"MYH1","myosin, heavy polypeptide 1, skeletal muscle, adult","2","0","1","1.01786"
"RAC3","RAS-related C3 botulinum substrate 3","14","0","1","1.01786"
"TIMM8B","translocase of inner mitochondrial membrane 8 homolog b (yeast)","0","0","1","1.01786"
"TMEM121","transmembrane protein 121","0","0","1","1.01786"
"UBTD1","ubiquitin domain containing 1","0","0","3","1.01786"
"ZFP273","zinc finger protein 273","0","0","2","1.01786"
"ESYT1","extended synaptotagmin-like protein 1","0","0","2","0.994186"
"TLK2","tousled-like kinase 2 (Arabidopsis)","0","0","4","0.982757"
"BC057552","","0","0","1","0.971591"
"CACNA2D3","calcium channel, voltage-dependent, alpha2/delta subunit 3","5","0","1","0.971591"
"CADM4","cell adhesion molecule 4","0","0","3","0.971591"
"CRH","corticotropin releasing hormone","2","0","1","0.971591"
"DCTN1","dynactin 1","2","0","1","0.971591"
"FLOT1","flotillin 1","1","0","1","0.971591"
"HOXD10","homeobox D10","0","0","3","0.971591"
"KCTD3","potassium channel tetramerisation domain containing 3","0","0","1","0.971591"
"MAPK12","mitogen-activated protein kinase 12","17","1","1","0.971591"
"PACRG","PARK2 co-regulated","0","0","1","0.971591"
"SNRPC","U1 small nuclear ribonucleoprotein C","1","0","1","0.971591"
"LYPLA2","lysophospholipase 2","1","0","3","0.957092"
"NOG","noggin","1","1","2","0.95"
"A530095I07RIK","RIKEN cDNA A530095I07 gene","0","0","1","0.929348"
"B230208H17RIK","RIKEN cDNA B230208H17 gene","0","0","2","0.929348"
"DYRK1B","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b","0","1","2","0.929348"
"NPL","N-acetylneuraminate pyruvate lyase","1","0","1","0.929348"
"PFN1","profilin 1","1","2","1","0.929348"
"SLC7A10","solute carrier family 7 (cationic amino acid transporter, y+ system), member 10","0","0","1","0.929348"
"ZFP579","zinc finger protein 579","0","0","1","0.929348"
"ADRA2A","adrenergic receptor, alpha 2a","1","0","5","0.921336"
"FRAT2","frequently rearranged in advanced T-cell lymphomas 2","1","0","2","0.909575"
"LHX5","LIM homeobox protein 5","0","0","2","0.909575"
"NID2","nidogen 2","0","0","2","0.909575"
"USP37","ubiquitin specific peptidase 37","0","0","2","0.909575"
"ACTA1","actin, alpha 1, skeletal muscle","0","14","1","0.890625"
"BAZ1B","bromodomain adjacent to zinc finger domain, 1B","0","0","1","0.890625"
"CFDP1","craniofacial development protein 1","0","0","1","0.890625"
"LOR","loricrin","0","0","1","0.890625"
"MTA1","metastasis associated 1","0","1","1","0.890625"
"PABPC1","poly(A) binding protein, cytoplasmic 1","1","1","1","0.890625"
"PAPD4","PAP associated domain containing 4","0","0","1","0.890625"
"PNPLA2","patatin-like phospholipase domain containing 2","0","0","1","0.890625"
"SAP30","sin3 associated polypeptide","0","0","1","0.890625"
"SNTA1","syntrophin, acidic 1","0","0","2","0.890625"
"TAGLN3","transgelin 3","0","0","1","0.890625"
"TOP2B","topoisomerase (DNA) II beta","0","1","1","0.890625"
"TUSC3","tumor suppressor candidate 3","3","0","1","0.890625"
"USP21","ubiquitin specific peptidase 21","0","0","1","0.890625"
"MMP11","matrix metallopeptidase 11","0","0","3","0.890624"
"SIAH1A","seven in absentia 1A","3","0","3","0.890624"
"VDAC1","voltage-dependent anion channel 1","3","0","3","0.890624"
"ASAP1","ArfGAP with SH# domain, ankyrin repeat and PH domain1","2","0","5","0.883266"
"UBE2D1","ubiquitin-conjugating enzyme E2D 1, UBC4/5 homolog (yeast)","2","0","4","0.881442"
"PTPN13","protein tyrosine phosphatase, non-receptor type 13","0","1","3","0.878426"
"BZW2","basic leucine zipper and W2 domains 2","0","0","2","0.872449"
"DNAJC1","DnaJ (Hsp40) homolog, subfamily C, member 1","1","0","2","0.872449"
"VKORC1L1","vitamin K epoxide reductase complex, subunit 1-like 1","0","0","2","0.872449"
"USP47","ubiquitin specific peptidase 47","0","0","6","0.866554"
"CDH20","cadherin 20","0","0","4","0.863638"
"RSPRY1","ring finger and SPRY domain containing 1","0","0","4","0.863638"
"ANKRD52","ankyrin repeat domain 52","0","0","9","0.858817"
"4921507P07RIK","RIKEN cDNA 4921507P07 gene","0","0","1","0.855001"
"CD72","CD72 antigen","1","0","1","0.855001"
"CWC27","CWC27 spliceosome-associated protein homolog (S. cerevisiae)","0","0","1","0.855001"
"DDX1","DEAD (Asp-Glu-Ala-Asp) box polypeptide 1","0","0","1","0.855001"
"GMDS","GDP-mannose 4, 6-dehydratase","3","0","1","0.855001"
"MOGS","mannosyl-oligosaccharide glucosidase","3","0","1","0.855001"
"MS4A6D","membrane-spanning 4-domains, subfamily A, member 6D","0","0","1","0.855001"
"PPP1CA","protein phosphatase 1, catalytic subunit, alpha isoform","6","4","1","0.855001"
"SERTAD1","SERTA domain containing 1","0","0","1","0.855001"
"WARS","tryptophanyl-tRNA synthetase","2","0","1","0.855001"
"ZBTB3","zinc finger and BTB domain containing 3","0","0","1","0.855001"
"MAP3K5","mitogen-activated protein kinase kinase kinase 5","4","5","2","0.855"
"MBD6","methyl-CpG binding domain protein 6","0","0","3","0.854999"
"PRDM1","PR domain containing 1, with ZNF domain","0","0","7","0.854999"
"TMOD1","tropomodulin 1","0","0","5","0.854999"
"PIM2","proviral integration site 2","1","0","3","0.843751"
"RFX6","regulatory factor X, 6","0","0","3","0.843751"
"PPP1R10","protein phosphatase 1, regulatory subunit 10","0","0","4","0.838237"
"STK39","serine/threonine kinase 39, STE20/SPS1 homolog (yeast)","0","0","5","0.83496"
"1200011M11RIK","RIKEN cDNA 1200011M11 gene","0","0","1","0.822115"
"BEST1","bestrophin 1","0","0","1","0.822115"
"CHST12","carbohydrate sulfotransferase 12","2","0","1","0.822115"
"CKS2","CDC28 protein kinase regulatory subunit 2","0","0","1","0.822115"
"GALE","galactose-4-epimerase, UDP","3","0","1","0.822115"
"HCN2","hyperpolarization-activated, cyclic nucleotide-gated K+ 2","0","0","1","0.822115"
"KLK4","kallikrein related-peptidase 4 (prostase, enamel matrix, prostate)","0","0","1","0.822115"
"RTN2","reticulon 2 (Z-band associated protein)","0","0","1","0.822115"
"SRP19","signal recognition particle 19","1","0","1","0.822115"
"THAP1","THAP domain containing, apoptosis associated protein 1","0","0","1","0.822115"
"YIPF3","Yip1 domain family, member 3","0","0","1","0.822115"
"EYA2","eyes absent 2 homolog (Drosophila)","0","0","2","0.822111"
"NPM1","nucleophosmin 1","0","0","2","0.822111"
"SNX2","sorting nexin 2","0","0","2","0.822111"
"DNAJB9","DnaJ (Hsp40) homolog, subfamily B, member 9","0","0","4","0.806603"
"HMGA1","high mobility group AT-hook 1","0","0","2","0.806603"
"NT5C3L","5'-nucleotidase, cytosolic III-like","0","0","2","0.806603"
"ANO4","anoctamin 4","0","0","3","0.801565"
"ZC3H15","zinc finger CCCH-type containing 15","0","0","3","0.801565"
"ITGA5","integrin alpha 5 (fibronectin receptor alpha)","9","0","4","0.799065"
"GALNT1","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1","2","0","4","0.791668"
"KCNS3","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 3","0","0","2","0.791668"
"TGIF1","TGFB-induced factor homeobox 1","0","0","2","0.791668"
"DIS3L2","DIS3 mitotic control homolog (S. cerevisiae)-like 2","0","0","1","0.791666"
"FHOD1","formin homology 2 domain containing 1","0","0","1","0.791666"
"SLC12A9","solute carrier family 12 (potassium/chloride transporters), member 9","0","0","1","0.791666"
"UBE2T","ubiquitin-conjugating enzyme E2T (putative)","0","0","1","0.791666"
"ZC3H3","zinc finger CCCH type containing 3","0","0","1","0.791666"
"BC037034","cDNA sequence BC037034","0","0","3","0.791665"
"FAM118A","family with sequence similarity 118, member A","0","0","3","0.791665"
"CLASP2","CLIP associating protein 2","0","0","5","0.785846"
"SIRT1","sirtuin 1 (silent mating type information regulation 2, homolog) 1 (S. cerevisiae)","0","1","6","0.777274"
"ZFC3H1","zinc finger, C3H1-type containing","0","0","3","0.772592"
"CCK","cholecystokinin","2","0","1","0.763393"
"GPR125","G protein-coupled receptor 125","0","0","1","0.763393"
"HMGB2","high mobility group box 2","0","2","1","0.763393"
"PLS1","plastin 1 (I-isoform)","0","0","1","0.763393"
"SH2D1A","SH2 domain protein 1A","1","0","1","0.763393"
"SH3BP4","SH3-domain binding protein 4","0","0","1","0.763393"
"TMEM54","transmembrane protein 54","0","0","1","0.763393"
"GRM3","glutamate receptor, metabotropic 3","1","0","2","0.763391"
"LMBR1L","limb region 1 like","0","0","3","0.763391"
"SEMA4C","sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C","1","0","4","0.763391"
"CPSF4","cleavage and polyadenylation specific factor 4","0","0","2","0.750001"
"ERI3","exoribonuclease 3","0","0","2","0.750001"
"MARCKSL1","MARCKS-like 1","2","0","2","0.750001"
"ZFP292","zinc finger protein 292","0","0","4","0.750001"
"STOX2","storkhead box 2","0","0","5","0.747379"
"AP3S1","adaptor-related protein complex 3, sigma 1 subunit","1","0","2","0.737072"
"CNTFR","ciliary neurotrophic factor receptor","2","0","2","0.737072"
"MARCH9","membrane-associated ring finger (C3HC4) 9","0","0","2","0.737072"
"PPIL1","peptidylprolyl isomerase (cyclophilin)-like 1","1","0","2","0.737072"
"RUSC2","RUN and SH3 domain containing 2","0","0","2","0.737072"
"TGFBI","transforming growth factor, beta induced","0","0","2","0.737072"
"1190002H23RIK","RIKEN cDNA 1190002H23 gene","0","0","1","0.737069"
"ATP6V1E1","ATPase, H+ transporting, lysosomal V1 subunit E1","4","0","1","0.737069"
"CCDC45","coiled-coil domain containing 45","0","0","1","0.737069"
"CCM2","cerebral cavernous malformation 2 homolog (human)","0","0","1","0.737069"
"CIB1","calcium and integrin binding 1 (calmyrin)","0","0","1","0.737069"
"MEIS3","Meis homeobox 3","0","0","1","0.737069"
"NDUFS4","NADH dehydrogenase (ubiquinone) Fe-S protein 4","5","0","1","0.737069"
"TPST1","protein-tyrosine sulfotransferase 1","0","0","1","0.737069"
"VRK3","vaccinia related kinase 3","0","0","1","0.737069"
"BTBD10","BTB (POZ) domain containing 10","0","0","3","0.737067"
"ESRRA","estrogen related receptor, alpha","0","1","3","0.737067"
"HMGB3","high mobility group box 3","0","0","3","0.737067"
"KCNQ4","potassium voltage-gated channel, subfamily Q, member 4","0","0","3","0.737067"
"NUP153","nucleoporin 153","1","0","3","0.737067"
"TRPC3","transient receptor potential cation channel, subfamily C, member 3","0","0","3","0.737067"
"LTBP1","latent transforming growth factor beta binding protein 1","1","0","3","0.728693"
"BAI1","brain-specific angiogenesis inhibitor 1","1","0","2","0.724575"
"CHAC1","ChaC, cation transport regulator-like 1 (E. coli)","0","0","2","0.724575"
"DDX19A","DEAD (Asp-Glu-Ala-Asp) box polypeptide 19a","0","0","2","0.724575"
"HAND1","heart and neural crest derivatives expressed transcript 1","0","1","2","0.724575"
"PAWR","PRKC, apoptosis, WT1, regulator","0","0","2","0.724575"
"POLR3E","polymerase (RNA) III (DNA directed) polypeptide E","0","0","2","0.724575"
"PPP1R13B","protein phosphatase 1, regulatory (inhibitor) subunit 13B","0","0","2","0.724575"
"NCOA5","nuclear receptor coactivator 5","0","0","3","0.720507"
"ABCF2","ATP-binding cassette, sub-family F (GCN20), member 2","0","0","2","0.7125"
"ACAN","aggrecan","0","0","2","0.7125"
"ACTG1","actin, gamma, cytoplasmic 1","11","1","1","0.7125"
"ANPEP","alanyl (membrane) aminopeptidase","4","2","1","0.7125"
"BAG5","BCL2-associated athanogene 5","0","0","1","0.7125"
"C130073F10RIK","RIKEN cDNA C130073F10 gene","0","0","1","0.7125"
"DHX57","DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57","0","0","1","0.7125"
"KPNA2","karyopherin (importin) alpha 2","0","1","1","0.7125"
"NEDD8","neural precursor cell expressed, developmentally down-regulated gene 8","0","1","1","0.7125"
"PPP1R12C","protein phosphatase 1, regulatory (inhibitor) subunit 12C","0","0","2","0.7125"
"PSORS1C2","psoriasis susceptibility 1 candidate 2 (human)","0","0","1","0.7125"
"RBM38","RNA binding motif protein 38","0","0","2","0.7125"
"RING1","ring finger protein 1","0","0","1","0.7125"
"RXRG","retinoid X receptor gamma","6","0","1","0.7125"
"UBE2M","ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)","1","1","1","0.7125"
"VTI1B","vesicle transport through interaction with t-SNAREs 1B homolog","1","0","1","0.7125"
"YBX2","Y box protein 2","0","0","1","0.7125"
"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide","3","1","4","0.7125"
"RAP1B","RAS related protein 1b","8","2","3","0.712498"
"CLK3","CDC-like kinase 3","0","0","2","0.700822"
"DPP3","dipeptidylpeptidase 3","0","0","2","0.700822"
"PRKRA","protein kinase, interferon inducible double stranded RNA dependent activator","0","0","2","0.700822"
"RAB34","RAB34, member of RAS oncogene family","0","0","2","0.700822"
"HOXA1","homeobox A1","0","0","5","0.698529"
"HNF1B","HNF1 homeobox B","1","0","3","0.697012"
"PGGT1B","protein geranylgeranyltransferase type I, beta subunit","0","0","3","0.697012"
"SLITRK4","SLIT and NTRK-like family, member 4","0","0","3","0.697012"
"EIF2C4","eukaryotic translation initiation factor 2C, 4","0","0","4","0.695122"
"ELMO1","engulfment and cell motility 1, ced-12 homolog (C. elegans)","2","0","4","0.695122"
"FIGN","fidgetin","0","0","4","0.695122"
"FBXO42","F-box protein 42","0","0","7","0.692708"
"ATXN7L3","ataxin 7-like 3","0","0","5","0.689517"
"FUBP3","far upstream element (FUSE) binding protein 3","0","0","4","0.689517"
"ANXA11","annexin A11","0","0","1","0.689516"
"DEM1","defects in morphology 1 homolog (S. cerevisiae)","0","0","1","0.689516"
"HLX","H2.0-like homeobox","0","0","1","0.689516"
"MED6","mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)","0","0","1","0.689516"
"NDFIP1","Nedd4 family interacting protein 1","0","0","1","0.689516"
"NRM","nurim (nuclear envelope membrane protein)","0","0","1","0.689516"
"RAD17","RAD17 homolog (S. pombe)","0","1","1","0.689516"
"TRPM6","transient receptor potential cation channel, subfamily M, member 6","0","0","1","0.689516"
"ZFP583","zinc finger protein 583","0","0","1","0.689516"
"DNAJB12","DnaJ (Hsp40) homolog, subfamily B, member 12","1","0","2","0.689514"
"GNPDA1","glucosamine-6-phosphate deaminase 1","2","0","2","0.689514"
"KCNJ12","potassium inwardly-rectifying channel, subfamily J, member 12","0","0","2","0.689514"
"KCTD17","potassium channel tetramerisation domain containing 17","0","0","2","0.689514"
"ZFP36","zinc finger protein 36","0","0","2","0.689514"
"RNF44","ring finger protein 44","0","0","6","0.68583"
"AMOTL2","angiomotin-like 2","0","0","4","0.683999"
"ESRRG","estrogen-related receptor gamma","0","0","8","0.681275"
"AHCYL1","S-adenosylhomocysteine hydrolase-like 1","3","0","4","0.678572"
"BC060632","","0","0","2","0.678572"
"LONRF1","LON peptidase N-terminal domain and ring finger 1","0","0","4","0.678572"
"SRF","serum response factor","1","7","5","0.676425"
"ACTR3","ARP3 actin-related protein 3 homolog (yeast)","0","5","3","0.675001"
"ELF5","E74-like factor 5","0","0","3","0.675001"
"PHLDB1","pleckstrin homology-like domain, family B, member 1","0","0","3","0.675001"
"ARFGEF1","ADP-ribosylation factor guanine nucleotide-exchange factor 1(brefeldin A-inhibited)","0","1","4","0.673229"
"ACSL3","acyl-CoA synthetase long-chain family member 3","5","0","2","0.667971"
"EGLN2","EGL nine homolog 2 (C. elegans)","2","0","2","0.667971"
"TXNDC12","thioredoxin domain containing 12 (endoplasmic reticulum)","1","0","2","0.667971"
"6720463M24RIK","RIKEN cDNA 6720463M24 gene","0","0","1","0.667968"
"BCL2L12","BCL2-like 12 (proline rich)","0","0","1","0.667968"
"EIF2B5","eukaryotic translation initiation factor 2B, subunit 5 epsilon","1","3","1","0.667968"
"EPN1","epsin 1","1","1","1","0.667968"
"LOXL2","lysyl oxidase-like 2","0","0","1","0.667968"
"MAPK7","mitogen-activated protein kinase 7","4","3","1","0.667968"
"ESCO1","establishment of cohesion 1 homolog 1 (S. cerevisiae)","0","0","3","0.667967"
"FBN1","fibrillin 1","0","0","3","0.667967"
"CCNJ","cyclin J","0","0","6","0.661082"
"CDK16","cyclin-dependent kinase 16","0","0","3","0.661082"
"PDE7B","phosphodiesterase 7B","1","0","3","0.661082"
"NPTX1","neuronal pentraxin 1","0","0","6","0.657692"
"LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","1","0","2","0.657691"
"BARHL1","BarH-like 1 (Drosophila)","0","0","3","0.654337"
"EIF3A","eukaryotic translation initiation factor 3, subunit A","1","2","3","0.654337"
"LIMD2","LIM domain containing 2","0","0","3","0.654337"
"BLOC1S2","biogenesis of lysosome-related organelles complex-1, subunit 2","0","0","1","0.647727"
"CECR6","cat eye syndrome chromosome region, candidate 6 homolog (human)","0","0","2","0.647727"
"FBXO34","F-box protein 34","0","0","2","0.647727"
"HIF3A","hypoxia inducible factor 3, alpha subunit","0","0","1","0.647727"
"KPNA3","karyopherin (importin) alpha 3","0","0","4","0.647727"
"TNK2","tyrosine kinase, non-receptor, 2","0","0","2","0.647727"
"TRAPPC6B","trafficking protein particle complex 6B","0","0","1","0.647727"
"ADAM10","a disintegrin and metallopeptidase domain 10","1","0","5","0.643825"
"CDC37L1","cell division cycle 37 homolog (S. cerevisiae)-like 1","0","0","4","0.642858"
"USP25","ubiquitin specific peptidase 25","0","0","4","0.642858"
"BBC3","BCL2 binding component 3","2","0","3","0.641249"
"FBXO32","F-box protein 32","0","0","3","0.641249"
"SLC6A8","solute carrier family 6 (neurotransmitter transporter, creatine), member 8","0","0","3","0.641249"
"AHCTF1","AT hook containing transcription factor 1","0","0","2","0.638061"
"CCDC6","coiled-coil domain containing 6","2","0","2","0.638061"
"MAB21L1","mab-21-like 1 (C. elegans)","0","0","2","0.638061"
"MAP3K11","mitogen-activated protein kinase kinase kinase 11","1","1","2","0.638061"
"P4HA2","procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha II polypeptide","2","0","2","0.638061"
"ACVR1B","activin A receptor, type 1B","1","0","6","0.634901"
"CAMKV","CaM kinase-like vesicle-associated","0","0","3","0.634901"
"EP300","E1A binding protein p300","12","14","3","0.634901"
"GGNBP2","gametogenetin binding protein 2","0","0","3","0.634901"
"ZFAND5","zinc finger, AN1-type domain 5","0","0","4","0.633333"
"ACVR1","activin A receptor, type 1","2","1","3","0.628678"
"FAM98B","family with sequence similarity 98, member B","0","0","1","0.628676"
"GRINA","glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)","0","0","1","0.628676"
"HDDC3","HD domain containing 3","0","0","1","0.628676"
"LNPEP","leucyl/cystinyl aminopeptidase","1","0","5","0.628676"
"RPUSD3","RNA pseudouridylate synthase domain containing 3","0","0","1","0.628676"
"FXR2","fragile X mental retardation, autosomal homolog 2","0","0","2","0.628675"
"HNRNPH2","heterogeneous nuclear ribonucleoprotein H2","0","0","2","0.628675"
"NCOR2","nuclear receptor co-repressor 2","1","5","2","0.628675"
"SOX2","SRY-box containing gene 2","0","0","2","0.628675"
"USF1","upstream transcription factor 1","0","0","2","0.628675"
"SYNCRIP","synaptotagmin binding, cytoplasmic RNA interacting protein","0","0","8","0.626373"
"YTHDF3","YTH domain family 3","0","0","6","0.62561"
"4930506M07RIK","RIKEN cDNA 4930506M07 gene","0","0","4","0.624086"
"PPP1R9B","protein phosphatase 1, regulatory subunit 9B","0","0","3","0.622572"
"SLC8A2","solute carrier family 8 (sodium/calcium exchanger), member 2","2","0","3","0.622572"
"VSNL1","visinin-like 1","0","0","3","0.622572"
"2410066E13RIK","RIKEN cDNA 2410066E13 gene","0","0","4","0.619565"
"BARHL2","BarH-like 2 (Drosophila)","0","0","2","0.619565"
"COL5A1","collagen, type V, alpha 1","4","0","2","0.619565"
"DYNLL2","dynein light chain LC8-type 2","1","0","4","0.619565"
"LRRN1","leucine rich repeat protein 1, neuronal","0","0","2","0.619565"
"LYPD3","Ly6/Plaur domain containing 3","0","0","2","0.619565"
"VPS37D","vacuolar protein sorting 37D (yeast)","1","0","2","0.619565"
"MAF","avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog","0","1","7","0.618285"
"GATA3","GATA binding protein 3","0","1","3","0.616587"
"TRIM46","tripartite motif-containing 46","0","0","3","0.616587"
"DAG1","dystroglycan 1","5","1","4","0.615108"
"SNX18","sorting nexin 18","0","0","5","0.614225"
