"TARGET_GENE","GENE_DESCRIPTION","KEGG","BIOCARTA","OBSERVED_MIRNA","OE"
"BRPF1","bromodomain and PHD finger containing, 1","0","0","6","1.10204"
"NPEPL1","aminopeptidase-like 1","0","0","5","1.09756"
"BEST1","bestrophin 1","0","0","3","1.03846"
"HSP90B1","heat shock protein 90, beta (Grp94), member 1","4","0","4","1"
"LRRC41","leucine rich repeat containing 41","0","0","5","1"
"NOG","noggin","1","1","5","1"
"RAP1A","RAS-related protein-1a","8","2","4","1"
"TMEM39B","transmembrane protein 39b","0","0","2","1"
"TMSB4X","thymosin, beta 4, X chromosome","1","0","4","1"
"1700025F22RIK","RIKEN cDNA 1700025F22 gene","0","0","1","0.999998"
"AIF1","allograft inflammatory factor 1","0","0","1","0.999998"
"PRM1","protamine 1","0","0","1","0.999998"
"PTPLA","protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a","0","0","1","0.999998"
"ROPN1","ropporin, rhophilin associated protein 1","0","0","1","0.999998"
"TXNDC11","thioredoxin domain containing 11","0","0","1","0.999998"
"RTCD1","RNA terminal phosphate cyclase domain 1","0","0","4","0.972972"
"TMEM54","transmembrane protein 54","0","0","3","0.964286"
"HOXC6","homeobox C6","0","0","5","0.957447"
"ZMYM2","zinc finger, MYM-type 2","0","0","7","0.954545"
"DYNLT1B","dynein light chain Tctex-type 1D","0","0","2","0.947369"
"SCFD1","Sec1 family domain containing 1","0","0","2","0.947369"
"CDH10","cadherin 10","0","0","4","0.947368"
"UBE2D1","ubiquitin-conjugating enzyme E2D 1, UBC4/5 homolog (yeast)","2","0","10","0.927834"
"TMEM63B","transmembrane protein 63b","0","0","6","0.915252"
"2310057J16RIK","RIKEN cDNA 2310057J16 gene","0","0","1","0.899999"
"ADAMTS7","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7","0","0","1","0.899999"
"CLPP","caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)","0","0","1","0.899999"
"EXOSC8","exosome component 8","1","0","1","0.899999"
"IGSF8","immunoglobulin superfamily, member 8","0","0","1","0.899999"
"MCM3AP","minichromosome maintenance deficient 3 (S. cerevisiae) associated protein","0","0","1","0.899999"
"PPARG","peroxisome proliferator activated receptor gamma","4","1","2","0.899999"
"RBM17","RNA binding motif protein 17","1","0","1","0.899999"
"TUBB2B","tubulin, beta 2B","2","0","1","0.899999"
"ZFP423","zinc finger protein 423","0","0","6","0.885249"
"ANKRD52","ankyrin repeat domain 52","0","0","22","0.883929"
"TWIST1","twist homolog 1 (Drosophila)","0","1","5","0.882353"
"REV1","REV1 homolog (S. cerevisiae)","0","0","4","0.878049"
"WDR20B","WD repeat domain 20b","0","0","4","0.878049"
"SNX2","sorting nexin 2","0","0","5","0.865381"
"SFSWAP","splicing factor, suppressor of white-apricot homolog (Drosophila)","0","0","2","0.857142"
"TMEM121","transmembrane protein 121","0","0","2","0.857142"
"MAPK7","mitogen-activated protein kinase 7","4","3","3","0.84375"
"1110017D15RIK","RIKEN cDNA 1110017D15 gene","0","0","1","0.818182"
"8030411F24RIK","RIKEN cDNA 8030411F24 gene","0","0","1","0.818182"
"ATP5G2","ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)","5","0","1","0.818182"
"CACNA2D3","calcium channel, voltage-dependent, alpha2/delta subunit 3","5","0","2","0.818182"
"COX5A","cytochrome c oxidase, subunit Va","6","0","1","0.818182"
"FKBP2","FK506 binding protein 2","0","0","1","0.818182"
"FKBP3","FK506 binding protein 3","0","0","2","0.818182"
"HOXD10","homeobox D10","0","0","6","0.818182"
"KCTD3","potassium channel tetramerisation domain containing 3","0","0","2","0.818182"
"MYH2","myosin, heavy polypeptide 2, skeletal muscle, adult","2","1","1","0.818182"
"NEURL4","neuralized homolog 4 (Drosophila)","0","0","4","0.818182"
"PACRG","PARK2 co-regulated","0","0","2","0.818182"
"PTPN18","protein tyrosine phosphatase, non-receptor type 18","0","0","1","0.818182"
"SLC39A5","solute carrier family 39 (metal ion transporter), member 5","0","0","1","0.818182"
"STEAP1","six transmembrane epithelial antigen of the prostate 1","0","0","1","0.818182"
"ZFP385A","zinc finger protein 385A","0","0","8","0.818182"
"ZMYND17","zinc finger, MYND domain containing 17","0","0","1","0.818182"
"BBC3","BCL2 binding component 3","2","0","9","0.809999"
"USP8","ubiquitin specific peptidase 8","1","0","7","0.807691"
"LYPLA2","lysophospholipase 2","1","0","6","0.805972"
"EP300","E1A binding protein p300","12","14","9","0.801981"
"ABCB7","ATP-binding cassette, sub-family B (MDR/TAP), member 7","1","0","4","0.8"
"REV3L","REV3-like, catalytic subunit of DNA polymerase zeta RAD54 like (S. cerevisiae)","1","0","9","0.794119"
"RTN1","reticulon 1","0","0","7","0.787502"
"KLF4","Kruppel-like factor 4 (gut)","0","0","8","0.774192"
"MAP3K9","mitogen-activated protein kinase kinase kinase 9","1","2","6","0.77143"
"FRAT2","frequently rearranged in advanced T-cell lymphomas 2","1","0","4","0.765958"
"NID2","nidogen 2","0","0","4","0.765958"
"USP37","ubiquitin specific peptidase 37","0","0","4","0.765958"
"CFL2","cofilin 2, muscle","3","0","15","0.762712"
"ORC5","origin recognition complex, subunit 5","1","0","5","0.76271"
"NEDD4L","neural precursor cell expressed, developmentally down-regulated gene 4-like","3","0","6","0.760561"
"TMEM9B","TMEM9 domain family, member B","0","0","8","0.757895"
"ITGA5","integrin alpha 5 (fibronectin receptor alpha)","9","0","9","0.757009"
"BAZ1B","bromodomain adjacent to zinc finger domain, 1B","0","0","2","0.75"
"DAZAP1","DAZ associated protein 1","0","0","3","0.75"
"DLGAP3","discs, large (Drosophila) homolog-associated protein 3","0","0","3","0.75"
"DMPK","dystrophia myotonica-protein kinase","0","0","3","0.75"
"FCGRT","Fc receptor, IgG, alpha chain transporter","0","0","1","0.75"
"MAGED1","melanoma antigen, family D, 1","1","0","1","0.75"
"MOSPD3","motile sperm domain containing 3","0","0","1","0.75"
"NEFL","neurofilament, light polypeptide","1","0","3","0.75"
"PNPLA6","patatin-like phospholipase domain containing 6","0","0","4","0.75"
"RANGRF","RAN guanine nucleotide release factor","0","0","1","0.75"
"RBP1","retinol binding protein 1, cellular","0","0","1","0.75"
"RNF208","ring finger protein 208","0","0","1","0.75"
"SMAP1","stromal membrane-associated protein 1","1","0","6","0.749999"
"SPOPL","speckle-type POZ protein-like","0","0","8","0.742267"
"RAB34","RAB34, member of RAS oncogene family","0","0","5","0.737707"
"CDK8","cyclin-dependent kinase 8","0","0","9","0.736363"
"VKORC1L1","vitamin K epoxide reductase complex, subunit 1-like 1","0","0","4","0.734694"
"HOXA5","homeobox A5","0","0","7","0.73256"
"HS3ST1","heparan sulfate (glucosamine) 3-O-sulfotransferase 1","1","0","3","0.729729"
"SYT3","synaptotagmin III","0","0","3","0.729729"
"ELAVL2","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)","0","0","18","0.726457"
"HMGB3","high mobility group box 3","0","0","7","0.724136"
"MOGS","mannosyl-oligosaccharide glucosidase","3","0","2","0.720001"
"H2AFZ","H2A histone family, member Z","1","0","4","0.72"
"TOB1","transducer of ErbB-2.1","0","1","4","0.72"
"DYNLL2","dynein light chain LC8-type 2","1","0","11","0.717391"
"SIK1","salt inducible kinase 1","0","0","11","0.717391"
"ADCY2","adenylate cyclase 2","13","0","6","0.710527"
"EED","embryonic ectoderm development","0","0","3","0.710526"
"NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","1","0","3","0.710526"
"SLC25A1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1","0","0","3","0.710526"
"ACVR1","activin A receptor, type 1","2","1","8","0.705884"
"NR2C2AP","nuclear receptor 2C2-associated protein","0","0","4","0.705882"
"PPP6R1","protein phosphatase 6, regulatory subunit 1","0","0","4","0.705882"
"YPEL3","yippee-like 3 (Drosophila)","0","0","4","0.705882"
"DUS1L","dihydrouridine synthase 1-like (S. cerevisiae)","0","0","1","0.692309"
"HCN4","hyperpolarization-activated, cyclic nucleotide-gated K+ 4","0","0","1","0.692309"
"PLEKHO1","pleckstrin homology domain containing, family O member 1","0","0","1","0.692309"
"UCHL3","ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)","0","0","1","0.692309"
"ARHGAP21","Rho GTPase activating protein 21","0","0","7","0.692307"
"RTN2","reticulon 2 (Z-band associated protein)","0","0","2","0.692307"
"PPP2CA","protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform","7","14","6","0.683545"
"NAA15","N(alpha)-acetyltransferase 15, NatA auxiliary subunit","0","0","9","0.680672"
"SUV420H2","suppressor of variegation 4-20 homolog 2 (Drosophila)","1","0","4","0.679244"
"SETDB1","SET domain, bifurcated 1","1","0","3","0.675"
"8430427H17RIK","RIKEN cDNA 8430427H17 gene","0","0","17","0.674009"
"ZCCHC11","zinc finger, CCHC domain containing 11","0","0","5","0.671643"
"RB1CC1","RB1-inducible coiled-coil 1","0","0","9","0.669423"
"D4ERTD22E","DNA segment, Chr 4, ERATO Doi 22, expressed","0","0","13","0.668571"
"CDH4","cadherin 4","1","0","2","0.666666"
"SLC12A9","solute carrier family 12 (potassium/chloride transporters), member 9","0","0","2","0.666666"
"NCOR2","nuclear receptor co-repressor 2","1","5","5","0.661763"
"CBFB","core binding factor beta","0","0","13","0.661017"
"NOL4","nucleolar protein 4","0","0","11","0.659999"
"ESCO1","establishment of cohesion 1 homolog 1 (S. cerevisiae)","0","0","7","0.656248"
"FBN1","fibrillin 1","0","0","7","0.656248"
"GADD45A","growth arrest and DNA-damage-inducible 45 alpha","3","4","4","0.654548"
"GSPT1","G1 to S phase transition 1","0","0","4","0.654548"
"RNPEPL1","arginyl aminopeptidase (aminopeptidase B)-like 1","0","0","4","0.654548"
"SULF1","sulfatase 1","0","0","9","0.653227"
"TIAM1","T-cell lymphoma invasion and metastasis 1","2","0","11","0.651316"
"UBE4B","ubiquitination factor E4B, UFD2 homolog (S. cerevisiae)","2","0","6","0.650604"
"ZFC3H1","zinc finger, C3H1-type containing","0","0","6","0.650604"
"FBXL19","F-box and leucine-rich repeat protein 19","0","0","8","0.648649"
"HOXA1","homeobox A1","0","0","11","0.647058"
"ANKRD17","ankyrin repeat domain 17","0","0","10","0.642858"
"ATP5B","ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit","5","0","1","0.642858"
"FGG","fibrinogen gamma chain","2","4","1","0.642858"
"FIGLA","folliculogenesis specific basic helix-loop-helix","0","0","1","0.642858"
"HES7","hairy and enhancer of split 7 (Drosophila)","0","0","1","0.642858"
"KLHL11","kelch-like 11 (Drosophila)","0","0","1","0.642858"
"LIMD2","LIM domain containing 2","0","0","7","0.642858"
"MAB21L2","mab-21-like 2 (C. elegans)","0","0","1","0.642858"
"PDIA5","protein disulfide isomerase associated 5","0","0","1","0.642858"
"PHC1","polyhomeotic-like 1 (Drosophila)","0","0","5","0.642858"
"ZFP428","zinc finger protein 428","0","0","1","0.642858"
"CAST","calpastatin","0","0","3","0.642857"
"FRS3","fibroblast growth factor receptor substrate 3","0","0","2","0.642857"
"MDFI","MyoD family inhibitor","0","0","3","0.642857"
"PPM1G","protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform","0","0","2","0.642857"
"SLC35F3","solute carrier family 35, member F3","0","0","9","0.642857"
"MORF4L2","mortality factor 4 like 2","0","0","4","0.642856"
"CDH20","cadherin 20","0","0","7","0.636365"
"RSPRY1","ring finger and SPRY domain containing 1","0","0","7","0.636365"
"NAP1L3","nucleosome assembly protein 1-like 3","0","0","6","0.635294"
"GPCPD1","glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)","0","0","10","0.633803"
"VAPA","vesicle-associated membrane protein, associated protein A","1","0","5","0.633801"
"PAQR9","progestin and adipoQ receptor family member IX","0","0","7","0.629999"
"ZFP608","zinc finger protein 608","0","0","9","0.627907"
"CNTFR","ciliary neurotrophic factor receptor","2","0","4","0.620692"
"NDUFS4","NADH dehydrogenase (ubiquinone) Fe-S protein 4","5","0","2","0.62069"
"BTBD10","BTB (POZ) domain containing 10","0","0","6","0.620688"
"COL2A1","collagen, type II, alpha 1","4","0","6","0.620688"
"MEOX2","mesenchyme homeobox 2","0","0","6","0.620688"
"TLK2","tousled-like kinase 2 (Arabidopsis)","0","0","6","0.620688"
"FAM134C","family with sequence similarity 134, member C","0","0","11","0.61875"
"QK","quaking","0","0","22","0.616822"
"SKP1A","S-phase kinase-associated protein 1A","7","0","5","0.616439"
"NCKAP5","NCK-associated protein 5","0","0","8","0.615385"
"APBB3","amyloid beta (A4) precursor protein-binding, family B, member 3","0","0","3","0.613636"
"CAND1","cullin associated and neddylation disassociated 1","0","0","3","0.613636"
"FAM76B","family with sequence similarity 76, member B","0","0","12","0.613636"
"LTBP1","latent transforming growth factor beta binding protein 1","1","0","6","0.613636"
"RALBP1","ralA binding protein 1","2","2","7","0.61165"
"HAND1","heart and neural crest derivatives expressed transcript 1","0","1","4","0.610168"
"ESRRG","estrogen-related receptor gamma","0","0","17","0.609561"
"USP47","ubiquitin specific peptidase 47","0","0","10","0.608108"
"EMX2","empty spiracles homolog 2 (Drosophila)","0","0","5","0.608106"
"SCHIP1","schwannomin interacting protein 1","0","0","5","0.608106"
"ABCF2","ATP-binding cassette, sub-family F (GCN20), member 2","0","0","4","0.6"
"ACTG1","actin, gamma, cytoplasmic 1","11","1","2","0.6"
"ARNTL","aryl hydrocarbon receptor nuclear translocator-like","1","0","4","0.6"
"DNMT1","DNA methyltransferase (cytosine-5) 1","2","0","3","0.6"
"KPNA2","karyopherin (importin) alpha 2","0","1","2","0.6"
"NEDD8","neural precursor cell expressed, developmentally down-regulated gene 8","0","1","2","0.6"
"CDC34","cell division cycle 34 homolog (S. cerevisiae)","1","2","1","0.599999"
"ICA1","islet cell autoantigen 1","1","0","1","0.599999"
"ILK","integrin linked kinase","4","1","1","0.599999"
"LRP5","low density lipoprotein receptor-related protein 5","1","0","1","0.599999"
"RASA1","RAS p21 protein activator 1","2","9","6","0.599999"
"RPL41","ribosomal protein L41","1","0","1","0.599999"
"SLC7A7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7","1","0","1","0.599999"
"TMSB10","thymosin, beta 10","0","0","1","0.599999"
"TPR","translocated promoter region","3","0","1","0.599999"
"PTEN","phosphatase and tensin homolog","11","6","22","0.598187"
"RC3H2","ring finger and CCCH-type zinc finger domains 2","0","0","18","0.597786"
"CLASP2","CLIP associating protein 2","0","0","9","0.595589"
"SYNCRIP","synaptotagmin binding, cytoplasmic RNA interacting protein","0","0","18","0.593406"
"4921528I01RIK","RIKEN cDNA 4921528I01 gene","0","0","4","0.590166"
"PLK2","polo-like kinase 2 (Drosophila)","0","0","4","0.590166"
"PRKRA","protein kinase, interferon inducible double stranded RNA dependent activator","0","0","4","0.590166"
"HECTD2","HECT domain containing 2","0","0","12","0.590164"
"KBTBD8","kelch repeat and BTB (POZ) domain containing 8","0","0","15","0.589519"
"EZH2","enhancer of zeste homolog 2 (Drosophila)","0","0","3","0.586957"
"MECP2","methyl CpG binding protein 2","0","0","23","0.586402"
"EIF2C4","eukaryotic translation initiation factor 2C, 4","0","0","8","0.585366"
"ELMO1","engulfment and cell motility 1, ced-12 homolog (C. elegans)","2","0","8","0.585366"
"NUMBL","numb-like","1","0","5","0.584417"
"PICALM","phosphatidylinositol binding clathrin assembly protein","0","1","7","0.583334"
"DAG1","dystroglycan 1","5","1","9","0.582734"
"SERTAD4","SERTA domain containing 4","0","0","9","0.582734"
"ZFP238","zinc finger protein 238","0","0","15","0.581896"
"FUBP3","far upstream element (FUSE) binding protein 3","0","0","8","0.580646"
"ANKHD1","ankyrin repeat and KH domain containing 1","0","0","2","0.580645"
"EIF1B","eukaryotic translation initiation factor 1B","1","0","2","0.580645"
"HLX","H2.0-like homeobox","0","0","2","0.580645"
"NAP1L5","nucleosome assembly protein 1-like 5","0","0","4","0.580644"
"SENP5","SUMO/sentrin specific peptidase 5","0","0","4","0.580644"
"MYST2","MYST histone acetyltransferase 2","0","0","9","0.578572"
"H3F3B","H3 histone, family 3B","1","0","7","0.577981"
"RNF44","ring finger protein 44","0","0","12","0.577541"
"AKIRIN1","akirin 1","0","0","10","0.576922"
"B3GNT2","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2","3","0","5","0.576922"
"TNRC6B","trinucleotide repeat containing 6b","0","0","26","0.576355"
"DOLPP1","dolichyl pyrophosphate phosphatase 1","1","0","8","0.575999"
"PTP4A1","protein tyrosine phosphatase 4a1","0","0","8","0.575999"
"HCN1","hyperpolarization-activated, cyclic nucleotide-gated K+ 1","0","0","3","0.574468"
"NPAS2","neuronal PAS domain protein 2","1","0","3","0.574468"
"RND3","Rho family GTPase 3","0","0","9","0.574468"
"UBE2D3","ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)","2","0","9","0.574468"
"1110002B05RIK","RIKEN cDNA 1110002B05 gene","0","0","4","0.571429"
"OTUD4","OTU domain containing 4","0","0","17","0.570896"
"YTHDF3","YTH domain family 3","0","0","13","0.570732"
"LASS2","LAG1 homolog, ceramide synthase 2","0","0","5","0.569621"
"ELF5","E74-like factor 5","0","0","6","0.568422"
"PHLDB1","pleckstrin homology-like domain, family B, member 1","0","0","6","0.568422"
"TRIB2","tribbles homolog 2 (Drosophila)","0","0","11","0.565714"
"PCDH8","protocadherin 8","0","0","5","0.562501"
"PPFIA3","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3","0","0","5","0.562501"
"WNT1","wingless-related MMTV integration site 1","5","5","5","0.562501"
"BTF3","basic transcription factor 3","0","0","2","0.5625"
"CD248","CD248 antigen, endosialin","0","0","1","0.5625"
"CNTN6","contactin 6","0","0","1","0.5625"
"EIF2B5","eukaryotic translation initiation factor 2B, subunit 5 epsilon","1","3","2","0.5625"
"EPN1","epsin 1","1","1","2","0.5625"
"IFI30","interferon gamma inducible protein 30","1","0","1","0.5625"
"ORF61","open reading frame 61","0","0","1","0.5625"
"PPP4C","protein phosphatase 4, catalytic subunit","0","0","1","0.5625"
"SLC4A11","solute carrier family 4, sodium bicarbonate transporter-like, member 11","0","0","1","0.5625"
"SORL1","sortilin-related receptor, LDLR class A repeats-containing","0","0","1","0.5625"
"TAOK1","TAO kinase 1","1","0","23","0.5625"
"MYB","myeloblastosis oncogene","0","0","8","0.562499"
"TOX3","TOX high mobility group box family member 3","0","0","6","0.562499"
"HIVEP2","human immunodeficiency virus type I enhancer binding protein 2","0","0","10","0.559007"
"ZFP217","zinc finger protein 217","0","0","9","0.558621"
"EGR2","early growth response 2","0","1","8","0.55814"
"CADM1","cell adhesion molecule 1","1","0","14","0.557522"
"KLHL28","kelch-like 28 (Drosophila)","0","0","7","0.557522"
"MYCN","v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)","0","0","7","0.557522"
"GPM6A","glycoprotein m6a","0","0","11","0.556179"
"CDK5R1","cyclin-dependent kinase 5, regulatory subunit 1 (p35)","1","4","10","0.555556"
"SALL1","sal-like 1 (Drosophila)","0","0","5","0.555555"
"UBE2W","ubiquitin-conjugating enzyme E2W (putative)","1","0","9","0.554795"
"EIF4A2","eukaryotic translation initiation factor 4A2","1","3","8","0.553847"
"CAMK2N2","calcium/calmodulin-dependent protein kinase II inhibitor 2","0","0","4","0.553845"
"HIVEP1","human immunodeficiency virus type I enhancer binding protein 1","0","0","4","0.553845"
"FBXO33","F-box protein 33","0","0","10","0.552147"
"1300001I01RIK","RIKEN cDNA 1300001I01 gene","0","0","6","0.551021"
"BZW2","basic leucine zipper and W2 domains 2","0","0","3","0.55102"
"B4GALT2","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2","5","0","5","0.548781"
"FEZ2","fasciculation and elongation protein zeta 2 (zygin II)","0","0","5","0.548781"
"RARG","retinoic acid receptor, gamma","0","0","6","0.545456"
"CADM4","cell adhesion molecule 4","0","0","4","0.545454"
"CECR6","cat eye syndrome chromosome region, candidate 6 homolog (human)","0","0","4","0.545454"
"GNB2","guanine nucleotide binding protein (G protein), beta 2","1","0","2","0.545454"
"HIF3A","hypoxia inducible factor 3, alpha subunit","0","0","2","0.545454"
"KPNA3","karyopherin (importin) alpha 3","0","0","8","0.545454"
"MEIS2","Meis homeobox 2","0","0","8","0.545454"
"PPP1CB","protein phosphatase 1, catalytic subunit, beta isoform","6","0","8","0.545454"
"RGS7","regulator of G protein signaling 7","0","0","4","0.545454"
"SAT1","spermidine/spermine N1-acetyl transferase 1","2","0","2","0.545454"
"RYBP","RING1 and YY1 binding protein","0","0","15","0.544355"
"UGCG","UDP-glucose ceramide glucosyltransferase","2","0","12","0.542714"
"GATM","glycine amidinotransferase (L-arginine:glycine amidinotransferase)","3","0","5","0.54217"
"ADAM10","a disintegrin and metallopeptidase domain 10","1","0","10","0.542168"
"BAG3","BCL2-associated athanogene 3","0","0","3","0.54"
"MAP3K5","mitogen-activated protein kinase kinase kinase 5","4","5","3","0.54"
"SORCS1","VPS10 domain receptor protein SORCS 1","0","0","3","0.54"
"ZBTB8A","zinc finger and BTB domain containing 8a","0","0","3","0.54"
"DR1","down-regulator of transcription 1","0","0","9","0.539999"
"ISL1","ISL1 transcription factor, LIM/homeodomain","0","0","6","0.539999"
"RBFOX2","RNA binding protein, fox-1 homolog (C. elegans) 2","0","0","12","0.537313"
"EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2","0","0","5","0.535713"
"ITPK1","inositol 1,3,4-triphosphate 5/6 kinase","3","0","5","0.535713"
"LMBR1L","limb region 1 like","0","0","5","0.535713"
"SLC2A1","solute carrier family 2 (facilitated glucose transporter), member 1","3","1","5","0.535713"
"RTN4","reticulon 4","0","0","6","0.534654"
"TAF5","TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor","1","0","6","0.534654"
"MIER1","mesoderm induction early response 1 homolog (Xenopus laevis","0","0","13","0.534246"
"GJD2","gap junction protein, delta 2","1","0","7","0.533899"
"SNAP25","synaptosomal-associated protein 25","1","0","7","0.533899"
"COL5A2","collagen, type V, alpha 2","4","0","8","0.533333"
"MSI2","Musashi homolog 2 (Drosophila)","0","0","17","0.53125"
"PLS3","plastin 3 (T-isoform)","0","0","6","0.529413"
"ADRA2C","adrenergic receptor, alpha 2c","1","0","1","0.529412"
"AKAP4","A kinase (PRKA) anchor protein 4","0","0","1","0.529412"
"CHD9","chromodomain helicase DNA binding protein 9","0","0","15","0.529412"
"CHST7","carbohydrate (N-acetylglucosamino) sulfotransferase 7","1","0","3","0.529412"
"EEF1A2","eukaryotic translation elongation factor 1 alpha 2","1","0","1","0.529412"
"FBXO48","F-box protein 48","0","0","1","0.529412"
"GPATCH1","G patch domain containing 1","0","0","1","0.529412"
"KIF2A","kinesin family member 2A","0","0","5","0.529412"
"KRT35","keratin 35","0","0","1","0.529412"
"MTMR14","myotubularin related protein 14","0","0","3","0.529412"
"PLEKHG6","pleckstrin homology domain containing, family G (with RhoGef domain) member 6","0","0","1","0.529412"
"SPARC","secreted acidic cysteine rich glycoprotein","0","0","2","0.529412"
"SPNS1","spinster homolog 1 (Drosophila)","0","0","1","0.529412"
"MEX3C","mex3 homolog C (C. elegans)","0","0","9","0.529411"
"SMARCD2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2","0","0","7","0.529411"
"FXR2","fragile X mental retardation, autosomal homolog 2","0","0","4","0.52941"
"MEPCE","methylphosphate capping enzyme","0","0","4","0.52941"
"USF1","upstream transcription factor 1","0","0","4","0.52941"
"PLEKHH1","pleckstrin homology domain containing, family H (with MyTH4 domain) member 1","0","0","11","0.526595"
"ZFYVE26","zinc finger, FYVE domain containing 26","0","0","9","0.525974"
"YWHAE","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide","3","1","7","0.525"
"HOXB3","homeobox B3","0","0","6","0.524271"
"SLC8A2","solute carrier family 8 (sodium/calcium exchanger), member 2","2","0","6","0.524271"
"BARHL2","BarH-like 2 (Drosophila)","0","0","4","0.521739"
"COL5A1","collagen, type V, alpha 1","4","0","4","0.521739"
"LYPD3","Ly6/Plaur domain containing 3","0","0","4","0.521739"
"NONO","non-POU-domain-containing, octamer binding protein","0","0","4","0.521739"
"TIAM2","T-cell lymphoma invasion and metastasis 2","2","0","4","0.521739"
"NSD1","nuclear receptor-binding SET-domain protein 1","1","0","14","0.520661"
"MBNL1","muscleblind-like 1 (Drosophila)","0","0","13","0.520001"
"GATA3","GATA binding protein 3","0","1","6","0.519231"
"GJC1","gap junction protein, gamma 1","0","0","3","0.519228"
"OMG","oligodendrocyte myelin glycoprotein","0","0","3","0.519228"
"SOX11","SRY-box containing gene 11","0","0","17","0.518644"
"NCOA6","nuclear receptor coactivator 6","0","0","5","0.51724"
"NUP153","nucleoporin 153","1","0","5","0.51724"
"FLRT3","fibronectin leucine rich transmembrane protein 3","0","0","7","0.516393"
