"CATEGORY","TERM","TERM_ID","URL","TOTAL_GENES_OF_THE_TERM","UNION_TARGETS_IN_THE_TERM","MIRS_IN_THE_TERM","SCORE"
"BIOCARTA","BIOCARTA_MAPK_PATHWAY","","http://software.broadinstitute.org/gsea/msigdb/cards/BIOCARTA_MAPK_PATHWAY","87","60","53","1.248"
"KEGG","INSULIN_SIGNALING_PATHWAY","4910","http://www.kegg.jp/kegg-bin/show_pathway?mmu04910+mmu:102093+mmu:104215+mmu:105787+mmu:107476+mmu:108079+mmu:108097+mmu:108099+mmu:109880+mmu:110157+mmu:12313+mmu:12314+mmu:12315+mmu:12402+mmu:12928+mmu:12929+mmu:13684+mmu:13712+mmu:140491+mmu:14252+mmu:14377+mmu:14936+mmu:15277+mmu:15461+mmu:16337+mmu:16367+mmu:16370+mmu:16653+mmu:17346+mmu:17347+mmu:18176+mmu:18607+mmu:18707+mmu:18708+mmu:18710+mmu:18749+mmu:18759+mmu:18762+mmu:19017+mmu:19045+mmu:19046+mmu:19047+mmu:19084+mmu:19087+mmu:19088+mmu:19246+mmu:19268+mmu:19744+mmu:20411+mmu:20416+mmu:20528+mmu:20662+mmu:20663+mmu:20787+mmu:208650+mmu:228966+mmu:23797+mmu:244416+mmu:26395+mmu:26413+mmu:26414+mmu:26420+mmu:26987+mmu:271849+mmu:53412+mmu:56458+mmu:56637+mmu:56717+mmu:64930+mmu:72508+mmu:74551+mmu:74769","137","71","55","1.193"
"KEGG","GLIOMA","5214","http://www.kegg.jp/kegg-bin/show_pathway?mmu05214+mmu:108058+mmu:109880+mmu:110157+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12571+mmu:13555+mmu:13557+mmu:15461+mmu:16000+mmu:16001+mmu:16653+mmu:18176+mmu:18590+mmu:18591+mmu:18595+mmu:18707+mmu:18708+mmu:18710+mmu:18751+mmu:18803+mmu:19211+mmu:19645+mmu:20416+mmu:20662+mmu:20663+mmu:21802+mmu:23797+mmu:242705+mmu:26395+mmu:26413+mmu:271849+mmu:56717+mmu:74769","65","38","50","1.184"
"KEGG","TGF-BETA_SIGNALING_PATHWAY","4350","http://www.kegg.jp/kegg-bin/show_pathway?mmu04350+mmu:11477+mmu:11480+mmu:11848+mmu:12156+mmu:12166+mmu:12167+mmu:12168+mmu:13559+mmu:14313+mmu:14563+mmu:15902+mmu:15903+mmu:15904+mmu:15978+mmu:16324+mmu:17126+mmu:17127+mmu:17128+mmu:17129+mmu:17130+mmu:17131+mmu:18121+mmu:18741+mmu:19052+mmu:19053+mmu:19650+mmu:19651+mmu:19877+mmu:19878+mmu:20683+mmu:21402+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:21825+mmu:218441+mmu:21926+mmu:230597+mmu:242316+mmu:26413+mmu:268977+mmu:269275+mmu:26965+mmu:328572+mmu:51792+mmu:72508+mmu:73699+mmu:75788","85","49","49","1.146"
"KEGG","MELANOGENESIS","4916","http://www.kegg.jp/kegg-bin/show_pathway?mmu04916+mmu:108058+mmu:110157+mmu:11512+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:12387+mmu:12912+mmu:13542+mmu:13543+mmu:13544+mmu:13614+mmu:13618+mmu:14362+mmu:14365+mmu:14366+mmu:14367+mmu:14368+mmu:14369+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:14682+mmu:15461+mmu:16590+mmu:16653+mmu:16842+mmu:17311+mmu:17342+mmu:18176+mmu:18749+mmu:18751+mmu:18795+mmu:208647+mmu:210044+mmu:21416+mmu:216795+mmu:22408+mmu:22410+mmu:22411+mmu:22412+mmu:224129+mmu:22414+mmu:22416+mmu:22418+mmu:22421+mmu:22422+mmu:26395+mmu:26413+mmu:26427+mmu:328572+mmu:432530+mmu:56637+mmu:78284","100","58","52","1.124"
"KEGG","T_CELL_RECEPTOR_SIGNALING_PATHWAY","4660","http://www.kegg.jp/kegg-bin/show_pathway?mmu04660+mmu:108723+mmu:110157+mmu:11848+mmu:12402+mmu:12477+mmu:12504+mmu:12540+mmu:12675+mmu:13383+mmu:14281+mmu:14360+mmu:15461+mmu:15978+mmu:16153+mmu:16428+mmu:16476+mmu:16653+mmu:16822+mmu:17974+mmu:18019+mmu:18021+mmu:18033+mmu:18035+mmu:18176+mmu:18479+mmu:18481+mmu:18707+mmu:18708+mmu:18710+mmu:18761+mmu:18803+mmu:19055+mmu:19056+mmu:19057+mmu:19058+mmu:19697+mmu:20662+mmu:20663+mmu:208650+mmu:214230+mmu:21926+mmu:224105+mmu:228026+mmu:23797+mmu:241656+mmu:26395+mmu:26400+mmu:26409+mmu:26410+mmu:26413+mmu:26416+mmu:26420+mmu:53859+mmu:54446+mmu:56398+mmu:56637+mmu:57257+mmu:70584+mmu:74769","109","59","51","1.115"
"KEGG","COLORECTAL_CANCER","5210","http://www.kegg.jp/kegg-bin/show_pathway?mmu05210+mmu:109880+mmu:110157+mmu:11789+mmu:11848+mmu:12005+mmu:12006+mmu:12043+mmu:12387+mmu:13176+mmu:14281+mmu:16476+mmu:16653+mmu:16842+mmu:17126+mmu:17127+mmu:17128+mmu:17686+mmu:18707+mmu:18708+mmu:18710+mmu:19353+mmu:19730+mmu:21416+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:23797+mmu:26395+mmu:26413+mmu:26414+mmu:26420+mmu:56637+mmu:72993+mmu:74769","65","35","50","1.096"
"KEGG","CHRONIC_MYELOID_LEUKEMIA","5220","http://www.kegg.jp/kegg-bin/show_pathway?mmu05220+mmu:109880+mmu:110157+mmu:12048+mmu:12394+mmu:12402+mmu:12571+mmu:12576+mmu:12675+mmu:12928+mmu:12929+mmu:13017+mmu:13555+mmu:13557+mmu:14013+mmu:15461+mmu:16653+mmu:17127+mmu:17128+mmu:18033+mmu:18035+mmu:18176+mmu:18707+mmu:18708+mmu:18710+mmu:19247+mmu:19645+mmu:19697+mmu:20416+mmu:20662+mmu:20663+mmu:20851+mmu:208650+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:23797+mmu:242705+mmu:26395+mmu:26413+mmu:271849+mmu:74769","73","42","49","1.006"
"KEGG","ENDOCYTOSIS","4144","http://www.kegg.jp/kegg-bin/show_pathway?mmu04144+mmu:103967+mmu:106572+mmu:106952+mmu:107568+mmu:109689+mmu:110355+mmu:116733+mmu:11772+mmu:11773+mmu:11845+mmu:11848+mmu:12389+mmu:12390+mmu:12391+mmu:12402+mmu:12540+mmu:12757+mmu:12767+mmu:12978+mmu:13132+mmu:13196+mmu:13429+mmu:13430+mmu:13660+mmu:13854+mmu:13855+mmu:13858+mmu:13867+mmu:14183+mmu:14184+mmu:14254+mmu:14773+mmu:15461+mmu:15512+mmu:16001+mmu:16184+mmu:16396+mmu:16542+mmu:16590+mmu:16835+mmu:17126+mmu:17127+mmu:17130+mmu:17131+mmu:17295+mmu:18595+mmu:18717+mmu:18720+mmu:18759+mmu:18762+mmu:18805+mmu:19326+mmu:19334+mmu:19344+mmu:19345+mmu:194309+mmu:19713+mmu:20404+mmu:20779+mmu:20844+mmu:208650+mmu:212285+mmu:213990+mmu:216238+mmu:216439+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:218441+mmu:22034+mmu:22042+mmu:230597+mmu:232910+mmu:234353+mmu:245666+mmu:26385+mmu:26431+mmu:268451+mmu:271457+mmu:330192+mmu:347722+mmu:53869+mmu:54673+mmu:56324+mmu:57440+mmu:58194+mmu:58220+mmu:66251+mmu:66700+mmu:67300+mmu:69780+mmu:71770+mmu:72543+mmu:72685+mmu:73728+mmu:74002+mmu:74006+mmu:74325+mmu:74998+mmu:75608+mmu:75767+mmu:75788+mmu:78287+mmu:78618+mmu:83814+mmu:84092+mmu:93742+mmu:98366","219","109","54","1.001"
"KEGG","MELANOMA","5218","http://www.kegg.jp/kegg-bin/show_pathway?mmu05218+mmu:109880+mmu:110157+mmu:12550+mmu:12571+mmu:13555+mmu:13557+mmu:14164+mmu:14165+mmu:14167+mmu:14168+mmu:14169+mmu:14172+mmu:14175+mmu:14176+mmu:14178+mmu:14180+mmu:15461+mmu:16000+mmu:16001+mmu:16653+mmu:17295+mmu:17342+mmu:18176+mmu:18590+mmu:18591+mmu:18595+mmu:18707+mmu:18708+mmu:18710+mmu:19211+mmu:19645+mmu:23797+mmu:242705+mmu:26395+mmu:26413+mmu:54635+mmu:56636+mmu:74769","71","38","52","0.977"
"KEGG","ADHERENS_JUNCTION","4520","http://www.kegg.jp/kegg-bin/show_pathway?mmu04520+mmu:108100+mmu:109711+mmu:11465+mmu:11848+mmu:12385+mmu:12387+mmu:12388+mmu:12540+mmu:12550+mmu:12995+mmu:13000+mmu:14360+mmu:16001+mmu:16337+mmu:16842+mmu:17126+mmu:17127+mmu:17128+mmu:17295+mmu:18099+mmu:19246+mmu:19268+mmu:19271+mmu:19294+mmu:19353+mmu:20411+mmu:20583+mmu:20779+mmu:21416+mmu:21812+mmu:21813+mmu:21872+mmu:22330+mmu:22612+mmu:242687+mmu:245880+mmu:26409+mmu:26413+mmu:328572+mmu:58235+mmu:71740+mmu:73178+mmu:83767+mmu:93742+mmu:99167","74","45","53","0.969"
"KEGG","PANCREATIC_CANCER","5212","http://www.kegg.jp/kegg-bin/show_pathway?mmu05212+mmu:109880+mmu:110157+mmu:12048+mmu:12540+mmu:12571+mmu:12675+mmu:13555+mmu:13557+mmu:14205+mmu:16653+mmu:17126+mmu:17127+mmu:17128+mmu:18033+mmu:18654+mmu:18707+mmu:18708+mmu:18710+mmu:18805+mmu:19353+mmu:19645+mmu:19697+mmu:19730+mmu:19765+mmu:21802+mmu:21808+mmu:21809+mmu:21812+mmu:21813+mmu:22339+mmu:22340+mmu:22341+mmu:23797+mmu:242705+mmu:26395+mmu:26413+mmu:26414+mmu:26420+mmu:56044+mmu:73341+mmu:74769","70","41","47","0.969"
"KEGG","MTOR_SIGNALING_PATHWAY","4150","http://www.kegg.jp/kegg-bin/show_pathway?mmu04150+mmu:105787+mmu:108079+mmu:109880+mmu:110651+mmu:12283+mmu:13684+mmu:14205+mmu:15251+mmu:16000+mmu:18607+mmu:18654+mmu:18707+mmu:18708+mmu:18710+mmu:19744+mmu:20112+mmu:22241+mmu:22339+mmu:22340+mmu:22341+mmu:23797+mmu:26413+mmu:26987+mmu:29869+mmu:56716+mmu:56717+mmu:64930+mmu:67071+mmu:72508+mmu:74747+mmu:74769+mmu:75705+mmu:78757","53","33","44","0.955"
"KEGG","GAP_JUNCTION","4540","http://www.kegg.jp/kegg-bin/show_pathway?mmu04540+mmu:104318+mmu:108071+mmu:110157+mmu:11512+mmu:13488+mmu:14609+mmu:14617+mmu:14677+mmu:14678+mmu:14679+mmu:14682+mmu:14745+mmu:14816+mmu:15461+mmu:15560+mmu:16438+mmu:16440+mmu:16653+mmu:18176+mmu:18590+mmu:18591+mmu:18595+mmu:18749+mmu:18751+mmu:18795+mmu:19091+mmu:20662+mmu:20663+mmu:20779+mmu:210044+mmu:21872+mmu:224129+mmu:23938+mmu:23939+mmu:26395+mmu:26405+mmu:26413+mmu:432530+mmu:54195+mmu:54635","88","40","54","0.936"
"KEGG","UBIQUITIN_MEDIATED_PROTEOLYSIS","4120","http://www.kegg.jp/kegg-bin/show_pathway?mmu04120+mmu:100763+mmu:103583+mmu:107568+mmu:11798+mmu:12189+mmu:12211+mmu:12234+mmu:12402+mmu:140630+mmu:14897+mmu:15204+mmu:16396+mmu:17222+mmu:17344+mmu:20437+mmu:20438+mmu:208650+mmu:21402+mmu:216080+mmu:217232+mmu:217342+mmu:218793+mmu:22034+mmu:22192+mmu:22193+mmu:22194+mmu:22195+mmu:22196+mmu:22200+mmu:22209+mmu:22210+mmu:22214+mmu:22215+mmu:22346+mmu:229615+mmu:231380+mmu:242521+mmu:26374+mmu:26401+mmu:26554+mmu:268470+mmu:26965+mmu:27401+mmu:28000+mmu:50754+mmu:50995+mmu:52563+mmu:53323+mmu:56228+mmu:56469+mmu:56550+mmu:59026+mmu:63958+mmu:66105+mmu:66799+mmu:66894+mmu:67128+mmu:67345+mmu:67455+mmu:67615+mmu:67923+mmu:68098+mmu:68729+mmu:69288+mmu:69957+mmu:70093+mmu:70790+mmu:72584+mmu:74126+mmu:75717+mmu:75788+mmu:83814+mmu:93765+mmu:99375","138","74","50","0.912"
"KEGG","LONG-TERM_POTENTIATION","4720","http://www.kegg.jp/kegg-bin/show_pathway?mmu04720+mmu:108058+mmu:108071+mmu:109880+mmu:109905+mmu:110157+mmu:110651+mmu:12288+mmu:12313+mmu:12314+mmu:12315+mmu:12322+mmu:12323+mmu:12325+mmu:14682+mmu:14799+mmu:14800+mmu:14812+mmu:14816+mmu:15461+mmu:16438+mmu:16440+mmu:16653+mmu:17931+mmu:18176+mmu:18749+mmu:18751+mmu:18795+mmu:19045+mmu:19046+mmu:19047+mmu:19055+mmu:19056+mmu:19057+mmu:19058+mmu:20112+mmu:215449+mmu:26395+mmu:26413+mmu:328572+mmu:432530+mmu:56398+mmu:67071","69","42","43","0.907"
