"CATEGORY","TERM","TERM_ID","URL","TOTAL_GENES_OF_THE_TERM","UNION_TARGETS_IN_THE_TERM","MIRS_IN_THE_TERM","SCORE"
"KEGG","GLIOMA","5214","http://www.kegg.jp/kegg-bin/show_pathway?mmu05214+mmu:108058+mmu:109880+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:12443+mmu:12571+mmu:12575+mmu:13555+mmu:13557+mmu:16000+mmu:16001+mmu:16653+mmu:18176+mmu:18590+mmu:18595+mmu:18596+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18803+mmu:19211+mmu:19645+mmu:20416+mmu:20662+mmu:20663+mmu:21802+mmu:23797+mmu:242705+mmu:26395+mmu:271849+mmu:56717+mmu:74769","65","36","18","1.499"
"KEGG","REGULATION_OF_ACTIN_CYTOSKELETON","4810","http://www.kegg.jp/kegg-bin/show_pathway?mmu04810+mmu:104099+mmu:105855+mmu:108083+mmu:108100+mmu:109711+mmu:109880+mmu:11465+mmu:117150+mmu:11789+mmu:11848+mmu:12631+mmu:12632+mmu:12928+mmu:14083+mmu:14163+mmu:14165+mmu:14166+mmu:14175+mmu:14180+mmu:14184+mmu:14268+mmu:14674+mmu:14701+mmu:16402+mmu:16403+mmu:16404+mmu:16416+mmu:16420+mmu:16653+mmu:16801+mmu:16886+mmu:170758+mmu:17532+mmu:17698+mmu:17931+mmu:18176+mmu:18479+mmu:18481+mmu:18590+mmu:18595+mmu:18596+mmu:18643+mmu:18645+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18711+mmu:18718+mmu:19045+mmu:19046+mmu:19047+mmu:19241+mmu:192897+mmu:19303+mmu:19353+mmu:19684+mmu:19877+mmu:19878+mmu:20544+mmu:20662+mmu:20663+mmu:214230+mmu:216963+mmu:21844+mmu:22330+mmu:224105+mmu:226970+mmu:24001+mmu:241226+mmu:241656+mmu:242687+mmu:26395+mmu:29875+mmu:319480+mmu:320910+mmu:329165+mmu:54126+mmu:56636+mmu:57257+mmu:66922+mmu:67771+mmu:68089+mmu:69632+mmu:73178+mmu:73341+mmu:74769+mmu:77579+mmu:83767","215","89","17","1.497"
"KEGG","OOCYTE_MEIOSIS","4114","http://www.kegg.jp/kegg-bin/show_pathway?mmu04114+mmu:103583+mmu:108058+mmu:110651+mmu:11512+mmu:12234+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:12447+mmu:12448+mmu:12877+mmu:16000+mmu:16001+mmu:16438+mmu:18667+mmu:18749+mmu:19045+mmu:19046+mmu:19047+mmu:19052+mmu:19055+mmu:19056+mmu:19058+mmu:20111+mmu:20112+mmu:210044+mmu:21402+mmu:217232+mmu:21770+mmu:22627+mmu:22628+mmu:22631+mmu:26395+mmu:26931+mmu:26932+mmu:29857+mmu:432530+mmu:52563+mmu:54401+mmu:56150+mmu:56398+mmu:59008+mmu:67071+mmu:73699","112","45","18","1.412"
"KEGG","INSULIN_SIGNALING_PATHWAY","4910","http://www.kegg.jp/kegg-bin/show_pathway?mmu04910+mmu:104215+mmu:105787+mmu:107476+mmu:108079+mmu:108097+mmu:108099+mmu:109880+mmu:12313+mmu:12702+mmu:12703+mmu:12928+mmu:13684+mmu:13685+mmu:13712+mmu:14251+mmu:14252+mmu:14377+mmu:15277+mmu:16337+mmu:16367+mmu:16370+mmu:16653+mmu:17346+mmu:17347+mmu:18176+mmu:18607+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:18762+mmu:19017+mmu:19045+mmu:19046+mmu:19047+mmu:19084+mmu:19087+mmu:19088+mmu:19246+mmu:19268+mmu:20416+mmu:20662+mmu:20663+mmu:208650+mmu:23797+mmu:23921+mmu:244416+mmu:26395+mmu:26414+mmu:26987+mmu:271849+mmu:56458+mmu:56637+mmu:56717+mmu:64930+mmu:72508+mmu:74769","137","58","18","1.347"
"KEGG","MTOR_SIGNALING_PATHWAY","4150","http://www.kegg.jp/kegg-bin/show_pathway?mmu04150+mmu:105787+mmu:108079+mmu:109880+mmu:110651+mmu:12283+mmu:13684+mmu:13685+mmu:15251+mmu:16000+mmu:18607+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:20111+mmu:20112+mmu:22241+mmu:22339+mmu:22341+mmu:23797+mmu:26987+mmu:29869+mmu:56717+mmu:64930+mmu:67071+mmu:71742+mmu:72508+mmu:74747+mmu:74769+mmu:78757","53","30","14","1.283"
"KEGG","ADHERENS_JUNCTION","4520","http://www.kegg.jp/kegg-bin/show_pathway?mmu04520+mmu:108100+mmu:109711+mmu:11465+mmu:11848+mmu:12387+mmu:12388+mmu:12995+mmu:13000+mmu:14360+mmu:16001+mmu:16337+mmu:170758+mmu:17126+mmu:17127+mmu:17128+mmu:17295+mmu:18099+mmu:19246+mmu:19268+mmu:19353+mmu:20583+mmu:20613+mmu:20779+mmu:21414+mmu:21416+mmu:21812+mmu:21813+mmu:21872+mmu:22330+mmu:22612+mmu:242687+mmu:245880+mmu:26409+mmu:29875+mmu:328572+mmu:58235+mmu:71740+mmu:73178+mmu:83767+mmu:99167","74","40","17","1.256"
"KEGG","MELANOMA","5218","http://www.kegg.jp/kegg-bin/show_pathway?mmu05218+mmu:109880+mmu:12443+mmu:12571+mmu:12575+mmu:13555+mmu:13557+mmu:14165+mmu:14166+mmu:14175+mmu:14180+mmu:15234+mmu:16000+mmu:16001+mmu:16653+mmu:17295+mmu:17342+mmu:18176+mmu:18590+mmu:18595+mmu:18596+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19211+mmu:19645+mmu:23797+mmu:242705+mmu:26395+mmu:56636+mmu:74769","71","31","18","1.230"
"KEGG","UBIQUITIN_MEDIATED_PROTEOLYSIS","4120","http://www.kegg.jp/kegg-bin/show_pathway?mmu04120+mmu:100763+mmu:103583+mmu:109161+mmu:11798+mmu:12234+mmu:12702+mmu:12703+mmu:140629+mmu:15204+mmu:16396+mmu:17237+mmu:17318+mmu:17999+mmu:19823+mmu:20437+mmu:20438+mmu:208650+mmu:21402+mmu:216080+mmu:216150+mmu:217232+mmu:217342+mmu:218793+mmu:22034+mmu:22192+mmu:22195+mmu:22196+mmu:22200+mmu:22210+mmu:229615+mmu:231380+mmu:231672+mmu:242521+mmu:246710+mmu:26374+mmu:26401+mmu:26554+mmu:268470+mmu:27401+mmu:50995+mmu:52563+mmu:53323+mmu:56228+mmu:56469+mmu:56550+mmu:56791+mmu:59008+mmu:63958+mmu:66105+mmu:66799+mmu:67128+mmu:67455+mmu:67615+mmu:67921+mmu:67923+mmu:68729+mmu:69288+mmu:71745+mmu:74126+mmu:75717+mmu:75788+mmu:76375+mmu:76980+mmu:83814","138","64","17","1.224"
"KEGG","CHRONIC_MYELOID_LEUKEMIA","5220","http://www.kegg.jp/kegg-bin/show_pathway?mmu05220+mmu:109880+mmu:110279+mmu:11350+mmu:12048+mmu:12394+mmu:12443+mmu:12571+mmu:12575+mmu:12675+mmu:12928+mmu:13017+mmu:13555+mmu:13557+mmu:15182+mmu:16653+mmu:17127+mmu:17128+mmu:18176+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19247+mmu:19645+mmu:20416+mmu:20662+mmu:20663+mmu:20851+mmu:208650+mmu:21809+mmu:21812+mmu:21813+mmu:23797+mmu:242705+mmu:26395+mmu:271849+mmu:74769","73","37","15","1.207"
"KEGG","PANCREATIC_CANCER","5212","http://www.kegg.jp/kegg-bin/show_pathway?mmu05212+mmu:109880+mmu:12048+mmu:12443+mmu:12571+mmu:12675+mmu:13555+mmu:13557+mmu:16451+mmu:16653+mmu:170758+mmu:17126+mmu:17127+mmu:17128+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18805+mmu:19353+mmu:19645+mmu:19730+mmu:19765+mmu:20848+mmu:21802+mmu:21809+mmu:21812+mmu:21813+mmu:22339+mmu:22341+mmu:23797+mmu:242705+mmu:26395+mmu:26414+mmu:56044+mmu:73341+mmu:74769","70","36","15","1.207"
"KEGG","COLORECTAL_CANCER","5210","http://www.kegg.jp/kegg-bin/show_pathway?mmu05210+mmu:109880+mmu:11789+mmu:11848+mmu:12043+mmu:12367+mmu:12387+mmu:12443+mmu:13176+mmu:16476+mmu:16653+mmu:170758+mmu:17126+mmu:17127+mmu:17128+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19353+mmu:19730+mmu:21414+mmu:21416+mmu:21809+mmu:21812+mmu:21813+mmu:23797+mmu:26395+mmu:26414+mmu:56637+mmu:72993+mmu:74769","65","31","16","1.165"
"KEGG","PROTEIN_PROCESSING_IN_ENDOPLASMIC_RETICULUM","4141","http://www.kegg.jp/kegg-bin/show_pathway?mmu04141+mmu:105245+mmu:107513+mmu:110616+mmu:12018+mmu:12043+mmu:12330+mmu:13002+mmu:13418+mmu:13665+mmu:140740+mmu:14827+mmu:14828+mmu:16430+mmu:17155+mmu:17156+mmu:18786+mmu:192193+mmu:19359+mmu:20014+mmu:20224+mmu:20334+mmu:20338+mmu:21402+mmu:216080+mmu:216197+mmu:218793+mmu:218811+mmu:22027+mmu:223455+mmu:22433+mmu:226418+mmu:227619+mmu:23802+mmu:26408+mmu:26414+mmu:54197+mmu:56085+mmu:56228+mmu:56445+mmu:56550+mmu:56709+mmu:57377+mmu:57743+mmu:63958+mmu:66105+mmu:66256+mmu:66967+mmu:67128+mmu:67437+mmu:68292+mmu:69276+mmu:70361+mmu:71853+mmu:72265+mmu:74126+mmu:77371+mmu:80286+mmu:81910+mmu:94232","167","59","17","1.134"
"KEGG","T_CELL_RECEPTOR_SIGNALING_PATHWAY","4660","http://www.kegg.jp/kegg-bin/show_pathway?mmu04660+mmu:11848+mmu:12675+mmu:14360+mmu:16153+mmu:16476+mmu:16653+mmu:16822+mmu:17974+mmu:18021+mmu:18036+mmu:18176+mmu:18479+mmu:18481+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18761+mmu:18803+mmu:19055+mmu:19056+mmu:19058+mmu:19419+mmu:20662+mmu:20663+mmu:208650+mmu:214230+mmu:21926+mmu:224105+mmu:228026+mmu:23797+mmu:241656+mmu:26395+mmu:26409+mmu:26410+mmu:26416+mmu:29857+mmu:54446+mmu:56398+mmu:56637+mmu:57257+mmu:74769","109","42","16","1.086"
"KEGG","MELANOGENESIS","4916","http://www.kegg.jp/kegg-bin/show_pathway?mmu04916+mmu:108058+mmu:11512+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:12387+mmu:12912+mmu:13543+mmu:13614+mmu:13618+mmu:14362+mmu:14366+mmu:14367+mmu:14369+mmu:14677+mmu:14678+mmu:14679+mmu:14681+mmu:14682+mmu:16653+mmu:17311+mmu:17342+mmu:18176+mmu:18749+mmu:18751+mmu:18795+mmu:208647+mmu:210044+mmu:21414+mmu:21416+mmu:216795+mmu:22408+mmu:22410+mmu:22412+mmu:22414+mmu:22418+mmu:22421+mmu:22422+mmu:26395+mmu:26427+mmu:328572+mmu:432530+mmu:56637","100","44","15","1.079"
"KEGG","SMALL_CELL_LUNG_CANCER","5222","http://www.kegg.jp/kegg-bin/show_pathway?mmu05222+mmu:11783+mmu:11798+mmu:12043+mmu:12048+mmu:12443+mmu:12447+mmu:12448+mmu:12571+mmu:12675+mmu:12826+mmu:12827+mmu:13555+mmu:13557+mmu:14083+mmu:14268+mmu:16403+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19211+mmu:19225+mmu:19645+mmu:20183+mmu:218772+mmu:22031+mmu:22032+mmu:22034+mmu:226519+mmu:229615+mmu:23797+mmu:242705+mmu:27401+mmu:56469+mmu:74769","85","35","16","1.072"
"KEGG","PROGESTERONE-MEDIATED_OOCYTE_MATURATION","4914","http://www.kegg.jp/kegg-bin/show_pathway?mmu04914+mmu:109880+mmu:110651+mmu:11512+mmu:12428+mmu:12530+mmu:12877+mmu:14677+mmu:14678+mmu:14679+mmu:16000+mmu:16001+mmu:16653+mmu:18667+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:20111+mmu:20112+mmu:210044+mmu:217232+mmu:23797+mmu:26395+mmu:26414+mmu:26416+mmu:29857+mmu:432530+mmu:52563+mmu:56150+mmu:59008+mmu:67071+mmu:74769","87","33","17","1.058"
"KEGG","ENDOMETRIAL_CANCER","5213","http://www.kegg.jp/kegg-bin/show_pathway?mmu05213+mmu:109880+mmu:11789+mmu:12387+mmu:12443+mmu:13712+mmu:16653+mmu:18176+mmu:18607+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19211+mmu:20662+mmu:20663+mmu:21414+mmu:21416+mmu:23797+mmu:26395+mmu:56484+mmu:56637+mmu:74769","52","22","14","1.049"
"KEGG","LONG-TERM_POTENTIATION","4720","http://www.kegg.jp/kegg-bin/show_pathway?mmu04720+mmu:108058+mmu:108071+mmu:109880+mmu:109905+mmu:110651+mmu:12288+mmu:12313+mmu:12322+mmu:12323+mmu:12325+mmu:14682+mmu:14800+mmu:16438+mmu:16653+mmu:17931+mmu:18176+mmu:18749+mmu:18751+mmu:18795+mmu:19045+mmu:19046+mmu:19047+mmu:19055+mmu:19056+mmu:19058+mmu:20111+mmu:20112+mmu:215449+mmu:26395+mmu:328572+mmu:432530+mmu:56398+mmu:67071","69","33","15","1.045"
"KEGG","TGF-BETA_SIGNALING_PATHWAY","4350","http://www.kegg.jp/kegg-bin/show_pathway?mmu04350+mmu:11477+mmu:11480+mmu:11848+mmu:12166+mmu:12667+mmu:13559+mmu:14313+mmu:15902+mmu:15904+mmu:16324+mmu:17125+mmu:17126+mmu:17127+mmu:17128+mmu:17129+mmu:17131+mmu:18121+mmu:19052+mmu:19877+mmu:19878+mmu:20683+mmu:21402+mmu:21809+mmu:21812+mmu:21813+mmu:21825+mmu:218441+mmu:21926+mmu:242316+mmu:268977+mmu:269275+mmu:328572+mmu:72508+mmu:73699+mmu:75788","85","35","13","1.034"
"KEGG","BACTERIAL_INVASION_OF_EPITHELIAL_CELLS","5100","http://www.kegg.jp/kegg-bin/show_pathway?mmu05100+mmu:103967+mmu:11465+mmu:11848+mmu:12387+mmu:12390+mmu:12488+mmu:12928+mmu:13043+mmu:140580+mmu:14083+mmu:14268+mmu:14388+mmu:16402+mmu:17295+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:19303+mmu:19353+mmu:20416+mmu:20779+mmu:208650+mmu:22330+mmu:242687+mmu:271849+mmu:67771+mmu:68089+mmu:73178+mmu:74006+mmu:74769+mmu:83767","71","32","14","1.024"
"KEGG","FC_GAMMA_R-MEDIATED_PHAGOCYTOSIS","4666","http://www.kegg.jp/kegg-bin/show_pathway?mmu04666+mmu:103967+mmu:11845+mmu:12631+mmu:12632+mmu:12928+mmu:13196+mmu:16886+mmu:17118+mmu:17357+mmu:18479+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18751+mmu:18753+mmu:18803+mmu:18805+mmu:19353+mmu:218038+mmu:23797+mmu:242687+mmu:245880+mmu:26395+mmu:56632+mmu:57257+mmu:67771+mmu:67916+mmu:68089+mmu:72508+mmu:73178+mmu:74006+mmu:74769+mmu:83767","90","34","14","1.016"
"KEGG","HYPERTROPHIC_CARDIOMYOPATHY_(HCM)","5410","http://www.kegg.jp/kegg-bin/show_pathway?mmu05410+mmu:104099+mmu:105787+mmu:108079+mmu:108097+mmu:108099+mmu:11464+mmu:11465+mmu:11938+mmu:12288+mmu:12289+mmu:12294+mmu:12296+mmu:12298+mmu:13138+mmu:13405+mmu:13614+mmu:13615+mmu:16000+mmu:16193+mmu:16402+mmu:16403+mmu:16404+mmu:16416+mmu:16420+mmu:192897+mmu:20191+mmu:20541+mmu:21809+mmu:21926+mmu:22138+mmu:24051+mmu:241226+mmu:319480+mmu:320910+mmu:59069","87","35","17","1.004"
"KEGG","CHEMOKINE_SIGNALING_PATHWAY","4062","http://www.kegg.jp/kegg-bin/show_pathway?mmu04062+mmu:109689+mmu:109880+mmu:109905+mmu:110355+mmu:11512+mmu:11848+mmu:12675+mmu:12775+mmu:12928+mmu:140580+mmu:14083+mmu:14677+mmu:14678+mmu:14679+mmu:14701+mmu:14702+mmu:14707+mmu:16452+mmu:16653+mmu:18036+mmu:18176+mmu:18479+mmu:18707+mmu:18708+mmu:18709+mmu:18710+mmu:18749+mmu:18751+mmu:18753+mmu:18762+mmu:18795+mmu:19229+mmu:19303+mmu:19353+mmu:19395+mmu:19877+mmu:19878+mmu:20299+mmu:20306+mmu:20315+mmu:20416+mmu:20662+mmu:20663+mmu:20848+mmu:20851+mmu:210044+mmu:215449+mmu:21844+mmu:23797+mmu:24001+mmu:26395+mmu:271849+mmu:432530+mmu:56484+mmu:56637+mmu:57257+mmu:606496+mmu:73178+mmu:74769","187","59","16","0.979"
