Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000086411.2	555.3268496160968	3.263773369359064	0.4392030236895282	7.431126821354079	1.0767641009399016e-13	3.069316069729189e-11	108.45216898390416	136.91352970215559	107.1642511700822	67.70028307638711	407.2507557321865	717.672988619884	1348.6779743246614	1548.7828453195134
ENSMUSG00000097772.9	2288.2891662776283	-2.2162959792575077	0.2995324033647336	-7.399186045854198	1.3702176800333991e-13	3.719814758985909e-11	4182.828917442366	3702.848493622169	4719.100458152415	2448.84617690369	1086.0020152858308	790.7871268707032	555.7738905184044	820.126251425448
ENSMUSG00000079163.4	288.310133999857	5.349792143944994	0.7332424048317733	7.296075770702853	2.9628209302277664e-13	7.677746419649316e-11	11.416017787779385	11.041413685657709	13.341734081415854	19.393310256256722	423.540785961474	1342.9912762913648	44.46191124147235	440.29462269343526
ENSMUSG00000087117.9	232.76167672625138	1.6378081270184872	0.22541926231546153	7.2656085828480235	3.713624806894062e-13	8.881361547691503e-11	90.18654052345714	141.77175172384497	109.7465222826143	111.42338256322044	352.950654967895	390.5834227609556	287.1498434345089	378.2812955535148
ENSMUSG00000092341.5	521.2751243498795	-2.2576144289085818	0.31076529074363735	-7.26469298906028	3.7388647104823027e-13	8.881361547691503e-11	620.2702998026799	987.5440400452254	1238.6293769778977	603.3082517900955	173.76032244573292	209.72213340366582	164.87958752045998	172.08698281327926
ENSMUSG00000113515.2	424.5342754849744	1.7092386272982434	0.23570851408691051	7.251492946360064	4.122024966204297e-13	9.399865732932279e-11	194.45283631850884	200.0704159841177	220.35380160273928	184.41275025495028	504.9909371079113	542.5838680718693	659.5183500818399	889.8912444578585
ENSMUSG00000064371.1	2337.663616764209	3.4267162301233682	0.484694737483125	7.069844100056216	1.551078548434552e-12	3.4010380017789927e-10	280.45350365311356	500.83852478143365	474.70750618715124	334.6227533306842	6119.621356135656	6940.070965018556	1548.7565749112869	2502.2377500957905
ENSMUSG00000111100.2	47.37903132175657	1.96377808393364	0.27805100909908015	7.062654044293978	1.6335206389816875e-12	3.4491485788276297e-10	17.50456060792839	22.524483918741726	23.24044001278891	14.80943692295968	70.590130993579	75.03819452057768	77.80834467257661	77.51665892490057
ENSMUSG00000092203.9	582.1072610483129	-3.0293239319993908	0.43928915207335917	-6.895967992156356	5.34992412844178e-12	1.0892827662945211e-9	402.60489398235296	1275.9457655146048	1502.8817874936829	966.8446676846534	135.75025191072885	76.96225079033609	131.53315408935572	164.3353169207892
ENSMUSG00000104553.2	49.57939047848881	-2.7102030588524393	0.393929012544989	-6.879927531468422	5.988301599120039e-12	1.1772174971235636e-9	98.1777529749027	72.87333032534087	76.60737633845233	91.67746666594087	21.720040305716616	17.31650642782562	7.410318540245392	10.85233224948608
ENSMUSG00000099933.2	695.9020870615726	1.5220470231078065	0.22320187427303453	6.81914983046219	9.15808490755795e-12	1.740341401932929e-9	457.401779363694	333.4506933068628	357.21417056694065	293.01528768998793	863.3716021522355	923.547009484033	1157.8622719133425	1181.3538820154847
ENSMUSG00000076140.3	1071.197313106146	-1.5432238957965596	0.226788358300044	-6.804687451173547	1.0126885080235707e-11	1.862366833626573e-9	1986.7676289998722	1325.4112988263514	1822.6530269289078	1245.4031240927045	543.0010076429154	592.6093310855879	557.6264701534658	496.10661711936365
ENSMUSG00002076044.1	20.959868406048514	2.7775061124767757	0.40978896671801684	6.777893838191177	1.2194039520213269e-11	2.1724443532729954e-9	3.805339262593128	5.2998785691157	7.746813337596303	4.583873333297044	38.010070535004076	25.01273150685923	44.46191124147235	38.758329462450284
ENSMUSG00000064340.1	8121.005686224179	2.86719967767443	0.4292174330823788	6.680063428654201	2.3883885409400122e-11	4.1261221429997e-9	1113.8228021610087	2410.1197793053648	2522.8788769438625	1783.8319379345958	15578.698909275243	23842.905294846118	6947.173631480055	10768.614257847188
ENSMUSG00000086438.4	45.31301934309839	2.4361121828190027	0.37120538436269873	6.562707022694254	5.283960407735316e-11	8.859958318970305e-9	20.929365944262205	16.341292254773407	11.620220006394455	9.167746666594088	43.44008061143323	84.6584758693697	92.628981753067393	83.71799163889261
ENSMUSG00000076255.4	3148.446851673486	3.6293940624731786	0.5572953806597026	6.5125141682977095	7.390324084067633e-11	1.1998095071251607e-8	523.2341486065551	434.5900426674874	528.9351995503254	395.97613486866	8172.165165025876	11049.855157222504	1648.7958752045997	2434.023090241878
ENSMUSG00000064347.1	45429.27785407365	3.4753549458898556	0.533948842320333	6.508778876244625	7.576415059902786e-11	1.1998095071251607e-8	3858.614012269432	10230.973921130433	8996.63255606184	6894.850704560799	96583.58922944537	161528.37195875737	31080.728537424235	44260.461912939725
ENSMUSG00000093102.3	52.514762189492025	3.284929279650937	0.5078486724651929	6.468323061090763	9.909646145267543e-11	1.5268889911937913e-8	6.84961067266763	9.716444043378782	12.050598525149805	9.520352307616937	162.9003022928746	132.75988261332975	44.46191124147235	41.85899581944631
ENSMUSG00000065601.3	1371.248337899283	3.4285323973194455	0.5346643447983004	6.41249492447985	1.431571932588269e-10	2.1477346283383477e-8	289.96685180959633	200.9537290789703	236.27780679668723	204.15866615222987	4409.168182060473	3757.681894838159	829.9556765074839	1041.8238959506637
ENSMUSG00000117869.2	296.7564535405635	1.6917491557272657	0.26689862371243817	6.338545820116291	2.319438648004929e-10	3.390543521096436e-8	126.71779744435116	138.6801558918608	171.29065046462935	125.52760820413442	428.97079603790314	294.38060927303553	552.0687312482817	536.4152797603119
ENSMUSG00000097726.8	2418.19378646411	-2.2072925709130162	0.34909364855324987	-6.322923891800115	2.5665973352655897e-10	3.658042852087282e-8	2374.531699858112	5317.544831012752	5050.061539075279	3149.120979975069	1243.4723075022762	640.710737829548	824.3979376022999	745.7102588575435
ENSMUSG00000064682.3	33.572496936738226	-3.1652109094344434	0.5030316071127645	-6.292270435254973	3.128558083925213e-10	4.350221862550644e-8	56.69955501263761	57.85700771284639	75.74661930094163	52.890846153427425	5.430010076429154	3.848112539516804	3.705159270122696	12.402665427984092
ENSMUSG00000097736.9	745.153274244966	1.5486386341558254	0.24646978092721133	6.28327995557872	3.3150330700504334e-10	4.4997627457994097e-8	430.3838705992828	370.1081867432464	411.8722424488701	310.99817538215325	787.3514610822273	971.648416227993	1348.6779743246614	1330.185867151294
ENSMUSG00000064348.1	16.73088342360314	2.692632386353893	0.4295473455270489	6.268534573412551	3.644617078137116e-10	4.83208417731621e-8	4.566407115111754	3.5332523794104667	6.455677781330253	3.1734507692056457	32.58006045857492	26.93678777661763	33.346433431104266	23.254997677470172
ENSMUSG00000116590.2	44.90248208640365	-2.5071942079221454	0.4008889114834381	-6.254087194990239	3.998475816649583e-10	5.180752416072562e-8	89.80600659719782	82.14811782129335	69.72132003836673	65.93725487127286	10.860020152858308	5.772168809275207	14.820637080490783	20.15433132047415
ENSMUSG00000079011.10	229.40609778872465	-1.2943641327676099	0.2084481846342185	-6.209524611782728	5.314512601858903e-10	6.732896965155024e-8	329.9229140668242	338.7505718759785	313.74594017265025	327.21803486920436	114.03021160501223	148.15233277139697	103.74445956343548	159.68431738529517
ENSMUSG00000064343.1	703115.3768064312	2.4579478788992146	0.3962534099769179	6.202969657831821	5.540752534999864e-10	6.866919609137875e-8	96994.6729981625	275640.942844591	284821.0606841407	208670.25532911724	1135051.2963062152	1713235.5002247042	767614.5192080345	1142894.7668564846
ENSMUSG00000109966.2	277.2754462379049	1.8342865847968743	0.29592564015441475	6.198471291097787	5.701420247283185e-10	6.915701453140731e-8	104.64682972131102	111.739106498856	144.60718230179765	119.88591794776883	667.8912394007859	404.0518166492644	372.36850664733095	293.01297073612415
ENSMUSG00000112390.3	36.031919848263676	2.1415065690676873	0.34772882826334417	6.1585534330385405	7.34124154625097e-10	8.719253761495162e-8	11.796551714038698	13.691352970215558	15.063248156437256	10.930774871708335	86.88016122286646	46.17735047420165	37.05159270122696	66.66432667541449
ENSMUSG00000105704.2	100.99366638589838	-2.2495595059612725	0.36641013129971844	-6.139457710903643	8.280366330683141e-10	9.633952745147876e-8	140.41701878968644	134.70524696502403	153.21475267690465	234.48275128019492	48.87009068786239	19.24056269758402	44.46191124147235	32.55699674845824
ENSMUSG00000110718.2	57.6348184055333	-2.4357208832477184	0.39787975102045003	-6.121751300489097	9.25524046939444e-10	1.055282518320354e-7	100.46095653245858	90.0979356749669	113.18955043265709	93.08788923003227	0	15.392450158067216	33.346433431104266	15.503331784980114
ENSMUSG00000110692.2	16.025554617671183	6.320820631854685	1.0510189214754653	6.013993185756587	1.8100812199535256e-9	2.0233868695990292e-7	0	0	0	1.410422564091398	54.300100764291535	46.17735047420165	9.26289817530674	17.053664963478127
ENSMUSG00000119142.1	89.93844179859425	-2.5759820639085644	0.42922436449340734	-6.001481455855543	1.955252764490402e-9	2.1436338481461116e-7	104.64682972131102	216.4117082388911	179.46784232098102	122.70676307595163	5.430010076429154	40.405181664926445	24.083535255797525	26.355664034466194
ENSMUSG00000096965.9	26.95375544760502	-3.5171166348046543	0.587058526295422	-5.991083473395899	2.0844760812045703e-9	2.2421883281032556e-7	52.51368182378517	53.882098786009614	46.050501506822464	44.42831076887904	5.430010076429154	9.62028134879201	3.705159270122696	0
ENSMUSG00000106013.5	46.0581571712536	2.1874824369500407	0.36976568470557303	5.915861118080305	3.30143703009285e-9	3.485461575659137e-7	21.309899870521516	11.924726780510325	15.493626675192607	15.16204256398253	119.46022168144138	71.19008198106089	42.609331606411004	71.31532621090852
ENSMUSG00000087032.2	24.785671330304787	-3.1030083959908468	0.5277812070243871	-5.879346128077399	4.118902812682624e-9	4.2694299882006623e-7	49.08887648745135	44.60731129005714	46.911258544333165	39.844437435581995	0	5.772168809275207	7.410318540245392	4.6509995354940346
ENSMUSG00000119895.1	207.82961796785892	-1.6031227902670424	0.2732368262224114	-5.8671549235538265	4.433364038922607e-9	4.513322926053175e-7	238.97530569084844	347.58370282450466	406.7077002238059	256.69690666463447	108.60020152858307	101.97498229719531	88.9238224829447	113.17432203035483
ENSMUSG00000065532.3	1211.0374746424882	3.398419478339959	0.5843250898935012	5.815973910959999	6.028186846511349e-9	6.029244423151088e-7	223.3734147142166	189.47065884588628	268.5561957033385	156.90951025516804	4300.56798053189	3074.6419190739266	563.1842090586498	911.5959089568307
ENSMUSG00000120679.1	31.48976869351859	-2.8963501782332877	0.4992955327178034	-5.800873407514091	6.597039182881012e-9	6.484434548552525e-7	63.54916568530524	60.50694699740424	54.65807188192947	43.72309948683334	5.430010076429154	15.392450158067216	5.557738905184044	3.100666356996023
ENSMUSG00000114646.2	78.5036864223183	-1.4673942035750254	0.2538573636323942	-5.780388571670231	7.452828715017797e-9	7.2014536447994e-7	122.15139032923942	114.38904578341386	120.9363637702534	112.12859384526614	21.720040305716616	42.32923793468485	46.314490876533696	48.06032853343835
ENSMUSG00000111867.3	851.9120655631098	1.5141749844324517	0.26333889801277827	5.749910081111442	8.929092491331182e-9	8.484126048846511e-7	506.110121924886	402.7907712527932	579.2894862447013	278.55845640805114	1335.7824788015719	1167.90215574335	1287.542846367637	1257.3202077618873
ENSMUSG00000099470.2	1295.9032612976805	2.0335187903147602	0.35576639555070944	5.715882151171051	1.0913635699873541e-8	1.019977657786542e-6	506.110121924886	545.4458360714908	650.3019418393341	330.03887999738714	3274.29607608678	1883.6510880934757	1952.6189353546608	1224.763211013429
ENSMUSG00000090386.12	1600.851401676041	1.6460074812734566	0.28948969198723357	5.685893235003494	1.3013067763883555e-8	1.1965725697080668e-6	853.9181305258979	729.6166163482613	872.8076360358501	638.9214215334033	3752.1369628125453	2195.3482037943368	1871.1054314119615	1892.956810946072
ENSMUSG00000120292.1	9.34579225908128	3.9742260366529973	0.7054049880141607	5.633963615484409	1.7611419260751823e-8	1.5936936699293039e-6	1.1416017787779384	1.324969642278925	2.151892593776751	0	16.29003022928746	26.93678777661763	12.968057445429436	13.952998606482103
ENSMUSG00000064945.3	6545.509863927849	-1.3831201842039704	0.24612061721319098	-5.619684363971444	1.9130663669939302e-8	1.704123649723812e-6	9898.829023783504	9700.10275112401	10262.80615824008	8002.032417372547	2709.575028138148	2913.021192414221	4801.886414079014	4075.8259262712722
ENSMUSG00000114219.2	169.45086642395026	1.4626454917209704	0.26059480328677764	5.612719337735096	1.9917150499883727e-8	1.746887307689802e-6	109.9743046889414	80.38149163158812	108.02500820759289	65.23204358922716	200.9103728278787	250.12731506859228	246.3930914631593	294.56330391462217
ENSMUSG00000092570.8	50.56710546775322	-1.9261231718131118	0.3443225947341814	-5.593949398819115	2.2196166916570576e-8	1.917277993808619e-6	90.18654052345714	71.10670413563564	71.44283411338813	80.39408615320968	38.010070535004076	13.468393888308816	16.673216715552133	23.254997677470172
ENSMUSG00000117287.2	114.29475051999702	3.722661965450405	0.6672341984591174	5.5792433512061645	2.4156708391778647e-8	2.055483500619852e-6	12.557619566557323	17.666261897052333	20.227790381501457	13.399014358868282	407.2507557321865	338.6339034774788	42.609331606411004	62.013327139920456
ENSMUSG00000091947.3	112.92577537378635	1.636388190384209	0.29484958979504994	5.54990831603891	2.8581945108446564e-8	2.3962598391654983e-6	65.83236924286112	46.373937479762375	71.87321263214348	37.7288035894449	135.75025191072885	161.62072665970578	207.48891912687097	176.7379823487733
ENSMUSG00000065484.3	3714.817503743078	3.229095437265597	0.5833442395344243	5.5354886847649105	3.103617718291921e-8	2.5643079147800346e-6	711.9789760311743	726.9666770637035	873.2380145546055	551.1226169187138	10615.669699418995	12000.338954483153	1837.7589979808572	2401.4660934934195
ENSMUSG00000103655.2	132.4277557603337	1.3749044375365924	0.24935777310951882	5.513782146798085	3.5120328556664916e-8	2.820013987345728e-6	71.1598442104915	81.26480472644073	61.974506700770426	75.81021281991265	255.21047359217025	202.0259083246322	135.2383133594784	176.7379823487733
ENSMUSG00000114531.2	279.2598728607159	1.1211978374047755	0.20331248743180316	5.514653091738191	3.494685920805574e-8	2.820013987345728e-6	197.87764165484265	170.479427306555	199.69563270248247	138.57401692197985	336.66062473860757	377.1150288726468	426.09331606411	387.58329462450286
ENSMUSG00000065495.3	34.76910904140977	3.0442502115272982	0.5532118536133084	5.502865116941638	3.736683031709382e-8	2.958726383857665e-6	8.371746377704882	7.94981785367355	8.607570375107004	4.231267692274194	108.60020152858307	84.6584758693697	18.52579635061348	37.207996283952276
ENSMUSG00000076241.4	1405.1294796841705	3.520915438910938	0.6404370217005372	5.4976763047862764	3.848284930105889e-8	3.0053523817169414e-6	261.04627341388857	253.06920167527468	222.50569419651603	163.25641179357933	5815.540791855624	3138.135775975954	750.2947521998459	637.1869363626827
ENSMUSG00000096988.2	134.61732549369137	1.5552524903446074	0.28309707962582037	5.4937072908001765	3.935826353244945e-8	3.032181897276951e-6	63.92969961156455	78.17320889445658	85.21494671355933	49.012184102176086	146.61027206358716	259.7475964173843	183.40538387107344	210.84531227572955
ENSMUSG00002076178.1	57.40002906664922	1.8646509227663293	0.3400887758740053	5.482835821247853	4.185614299617008e-8	3.1816249496155417e-6	15.982424902891138	25.174423203299575	34.430281500428016	25.740211794668014	54.300100764291535	88.5065884088865	101.89187992837414	113.17432203035483
ENSMUSG00000093759.2	210.52955071613735	2.307379695108165	0.4214707366545343	5.474590509944344	4.385244632578306e-8	3.2895104803064365e-6	48.70834256119204	92.30621841209845	88.65797486360213	55.71169128161022	141.180261987158	296.30466554279394	476.11296621076644	485.25428486987755
ENSMUSG00000087051.2	13.55873863736278	-5.974509032652847	1.1004499663238556	-5.429150997760662	5.662276305498442e-8	4.184482323705614e-6	25.87630698563327	38.86577617351513	25.39233260656566	18.335493333188175	0	0	0	0
ENSMUSG00000087553.2	259.437478987997	1.7730923086906822	0.32670599018598284	5.427180284271249	5.725129297474792e-8	4.184482323705614e-6	141.93915449472368	99.81437971834568	159.24005193947957	68.4054943584328	423.540785961474	509.87491148597655	331.6117546759813	341.07329926956254
ENSMUSG00000089935.2	159.2925785564083	2.6003688455555176	0.4799348190549414	5.418170848024752	6.021186536441738e-8	4.345162587880297e-6	58.98275857019349	45.93228093233606	46.050501506822464	28.208451281827962	412.6807658086157	421.36832307709005	137.09089299453976	124.02665427984091
ENSMUSG00000097648.2	596.312479907437	1.5836805099989186	0.29297341159746826	5.405543463359813	6.461217998175162e-8	4.6044254759495744e-6	362.6488317251251	326.82584509546814	284.04982237853113	223.55197640848658	624.4511587893527	729.2173262384345	957.7836713267169	1261.9712072973814
ENSMUSG00000114818.3	75.38780107647865	-2.5516546840229295	0.4735088997092214	-5.388820961105236	7.09214139836191e-8	4.991641742229784e-6	78.77052273567776	154.1381350517816	169.1387578708526	118.12288974265459	10.860020152858308	15.392450158067216	14.820637080490783	41.85899581944631
ENSMUSG00000120305.1	12.002648244839683	-5.801641295126299	1.0771139049235028	-5.3862839098139155	7.192931361930142e-8	5.000841670044359e-6	21.69043379678083	27.382705940431116	19.797411862746106	27.15063435875941	0	0	0	0
ENSMUSG00000103181.2	87.34592129253485	-1.2540683439305176	0.23522039834311137	-5.331460845930686	9.742582889204878e-8	6.69186325919964e-6	126.33726351809186	124.98880292164526	129.5439341453604	117.06507281958604	38.010070535004076	46.17735047420165	59.282548321963134	57.362327604426426
ENSMUSG00000116482.2	20.90341786998353	-3.8442846443714362	0.7217966749336254	-5.325993839920289	1.0040253362160248e-7	6.8142243354375685e-6	38.81446047844991	31.35761486726789	42.607473356779664	41.60746564069624	5.430010076429154	0	7.410318540245392	0
ENSMUSG00000084850.2	387.60395535001265	4.705717151970579	0.884148918461893	5.322312852179772	1.0245616851572153e-7	6.871795490683865e-6	29.6816462482264	26.499392845578498	26.25308964407636	32.08711333307931	314.94058443289094	38.48112539516804	2397.238047769384	235.65064313169773
ENSMUSG00000105218.5	56.934136183205744	-1.7614302025223412	0.3315224150537742	-5.313155679795076	1.0774291533421012e-7	7.142353026980604e-6	96.27508334360614	65.80682556651995	81.34154004476117	107.89732615299195	27.150050382145768	25.01273150685923	24.083535255797525	27.905997212964206
ENSMUSG00000119155.1	11.701440142903232	2.556500812726248	0.4859291460656416	5.261056747522002	1.4322981667760011e-7	9.385668791712624e-6	3.0442714100745025	3.0915958319841583	4.303785187553502	3.1734507692056457	21.720040305716616	11.544337618550413	20.37837598567483	26.355664034466194
ENSMUSG00000085704.3	24.605102780728142	2.052055653684796	0.3906876866864627	5.252419576078489	1.501140177648405e-7	9.70140644060682e-6	13.318687419075948	8.391474401099858	7.3164348188409525	7.40471846147984	59.73011084072069	38.48112539516804	29.641274160981567	32.55699674845824
ENSMUSG00000120672.1	137.39349150196506	2.9279308965757993	0.5576176370104183	5.250786026556572	1.514515301199802e-7	9.70140644060682e-6	34.24805336333815	32.682584509546814	22.810061494033558	37.0235923073992	401.8207456557574	194.3296832455986	44.46191124147235	331.77130019857447
ENSMUSG00000085310.8	38.55506145449629	3.2446968503042912	0.6184620559088527	5.2463959903507575	1.5510334477884424e-7	9.71696888554056e-6	6.469076746408318	4.858222021689391	6.025299262574903	11.635986153754034	92.31017129929562	128.91177007381293	14.820637080490783	43.40932899794432
ENSMUSG00000119584.1	300369.9899947428	1.3756402247781447	0.26217250608789056	5.247080425424075	1.5452845254744223e-7	9.71696888554056e-6	153737.98941231993	186923.62553687877	204944.95949574147	122847.10012107872	313729.6921858472	398910.73829647	497141.5976483478	524724.2172612584
ENSMUSG00000119639.1	36.17186967527317	-2.6524789320017255	0.508643686297599	-5.214807542995439	1.840081793978603e-7	1.1402506855947843e-5	36.53125692089403	85.68137020070381	73.16434818840953	59.23774769183872	0	11.544337618550413	9.26289817530674	13.952998606482103
ENSMUSG00000064336.1	1375.5531040244414	3.4835735695487706	0.6697776469135313	5.201089623700897	1.9812352791741947e-7	1.2145185297389338e-5	152.21357050372512	244.67772727417483	295.6700423849256	210.1529620496183	3795.5770434239785	5123.761846366625	566.8893683287724	615.4822718637106
ENSMUSG00000120148.1	6.19517496826006	3.8713003500009187	0.745003286423284	5.196353386019005	2.032357490382901e-7	1.2326031970928636e-5	0.3805339262593128	1.324969642278925	0.43037851875535016	1.0578169230685486	10.860020152858308	15.392450158067216	9.26289817530674	10.85233224948608
ENSMUSG00000076399.3	10.29409463442864	-5.58078330657057	1.081763008642515	-5.158970367801535	2.483116029148465e-7	1.4901309981237261e-5	25.49577305937396	17.666261897052333	19.797411862746106	19.393310256256722	0	0	0	0
ENSMUSG00000065176.3	429.5397511498138	-1.6852632616181389	0.3276154427533016	-5.14402876572324	2.689083316506204e-7	1.596923332021028e-5	382.8171298168687	790.1235633456656	866.3519582545199	580.0362794825875	222.6304131335953	232.81080864076665	144.50121153478514	217.0466449897216
ENSMUSG00000111157.2	18.47213899947183	-4.980530425043986	0.971098382185127	-5.128759883048095	2.916570629492532e-7	1.714161768941951e-5	36.15072299463472	40.632402363220365	38.30368816922616	28.91366256387366	0	1.924056269758402	1.852579635061348	0
ENSMUSG00000108724.3	21.68006941084693	-3.2280196838633195	0.6316425248920857	-5.1105167189539955	3.212788769708657e-7	1.8501119975867733e-5	52.51368182378517	34.007554151825744	34.860660019183364	37.0235923073992	0	5.772168809275207	9.26289817530674	0
ENSMUSG00000111577.2	67.5115234184397	1.260337830964643	0.2466159434395748	5.110528595137028	3.2125867998739486e-7	1.8501119975867733e-5	41.85873188852441	35.77418034153097	48.63277261935457	33.14493025614785	92.31017129929562	105.82309483671212	92.628981753067393	89.91932435288466
ENSMUSG00000064342.1	10319.530349781242	2.5130441785218496	0.4928690239389335	5.098807302674424	3.418002834231815e-7	1.9486034157955577e-5	1790.0315891238074	3385.2974360226535	4024.039150362524	3107.8661199753956	13336.104747710002	36570.53751929795	7680.795166964349	12661.571068793259
ENSMUSG00000062282.5	26.706566259396386	-2.587902552583131	0.5090228557907869	-5.0840596313945925	3.6945186329267275e-7	2.0656630898664776e-5	58.60222464393417	52.115472596304386	33.13914594416196	43.01788820478764	0	13.468393888308816	5.557738905184044	7.751665892490057
ENSMUSG00000047324.6	829.7431447797728	1.4628611483241216	0.2877385820763026	5.083993734063093	3.6958013535586863e-7	2.0656630898664776e-5	456.64071151117537	432.8234164777822	491.92264693736524	391.0396558943401	689.6112797065025	1117.8766927296317	1506.147243304876	1551.8835116765094
